PRICE,BODY_TYPE,KILOMETERS_DRIVEN,NUMBER_OF_OWNERS,YEAR_OF_MANUFACTURE,MILEAGE,FUEL_TYPE,MODEL_YEAR,INSURANCE_VALIDITY,NUMBER_OF_GEARS,TRANSMISSION,SEATS,CITY_NAME
₹ 25.90 Lakh,SUV,"14,000 Kms",1st Owner,2022,14.1,Petrol,2022,Comprehensive,7 Speed DCT,Automatic,5 Seats,BANGALORE
₹ 5.16 Lakh,SUV,"74,499 Kms",2nd Owner,2013,20.45,Diesel,2013,Third Party,5 speed,Manual,5 Seats,BANGALORE
₹ 7.77 Lakh,SUV,"56,211 Kms",2nd Owner,2017,14.8,Petrol,2017,Comprehensive,6 Speed,Automatic,5 Seats,BANGALORE
₹ 7.53 Lakh,Hatchback,"9,001 Kms",1st Owner,2019,18.2,Petrol,2019,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 12.26 Lakh,SUV,"65,457 Kms",2nd Owner,2017,16.0,Diesel,2017,Third Party insurance,6 Speed,Automatic,7 Seats,BANGALORE
₹ 7.25 Lakh,Hatchback,"23,682 Kms",1st Owner,2017,18.7,Petrol,2017,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 11.50 Lakh,Sedan,"50,000 Kms",1st Owner,2020,22.0,Diesel,2020,Third Party insurance,6 Speed,Manual,5 Seats,BANGALORE
₹ 6.29 Lakh,Hatchback,"1,34,557 Kms",2nd Owner,2015,25.2,Diesel,2015,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 4.47 Lakh,Sedan,"96,567 Kms",2nd Owner,2013,22.41,Petrol,2013,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 4 Lakh,Hatchback,"1,20,000 Kms",3rd Owner,2015,23.1,Petrol,2015,Third Party insurance,5 Speed ,Manual,5 Seats,BANGALORE
₹ 7.86 Lakh,MUV,"83,007 Kms",2nd Owner,2014,20.77,Diesel,2014,Comprehensive,5 Speed ,Manual,7 Seats,BANGALORE
₹ 7.45 Lakh,Hatchback,"34,000 Kms",1st Owner,2018,18.7,Petrol,2018,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 4.90 Lakh,Hatchback,"81,634 Kms",1st Owner,2014,18.9,Petrol,2014,Comprehensive,4 Speed,Automatic,5 Seats,BANGALORE
₹ 9.42 Lakh,Sedan,"57,284 Kms",2nd Owner,2017,18.0,Petrol,2017,Comprehensive,CVT,Automatic,5 Seats,BANGALORE
₹ 6.75 Lakh,SUV,"70,000 Kms",2nd Owner,2016,15.63,Petrol,2016,Third Party insurance,6 Speed,Automatic,5 Seats,BANGALORE
₹ 3.30 Lakh,Hatchback,"70,000 Kms",2nd Owner,2013,19.4,Petrol,2013,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 8.75 Lakh,Sedan,"46,429 Kms",2nd Owner,2018,17.8,Petrol,2018,Third Party insurance,7 Speed CVT,Automatic,5 Seats,BANGALORE
₹ 8.69 Lakh,Hatchback,"17,624 Kms",1st Owner,2017,21.4,Petrol,2017,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 4.25 Lakh,Sedan,"1,00,000 Kms",2nd Owner,2012,20.54,Diesel,2012,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 10.70 Lakh,Sedan,"30,000 Kms",1st Owner,2019,17.4,Petrol,2019,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 10.25 Lakh,SUV,"49,690 Kms",2nd Owner,2018,15.9,Petrol,2018,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 10 Lakh,SUV,"1,10,000 Kms",1st Owner,2016,16.0,Diesel,2016,Third Party insurance,6 Speed ,Manual,7 Seats,BANGALORE
₹ 3.75 Lakh,Sedan,"50,000 Kms",1st Owner,2009,16.0,Petrol,2009,Third Party insurance,Five Speed Manual,Manual,5 Seats,BANGALORE
₹ 3.75 Lakh,Sedan,"50,000 Kms",1st Owner,2009,16.0,Petrol,2009,Third Party insurance,Five Speed Manual,Manual,5 Seats,BANGALORE
₹ 8.44 Lakh,SUV,"55,702 Kms",1st Owner,2018,14.8,Petrol,2018,Comprehensive,6 Speed,Automatic,5 Seats,BANGALORE
₹ 7.64 Lakh,Hatchback,"45,046 Kms",1st Owner,2016,21.19,Diesel,2016,Third Party insurance,6 Speed,Manual,5 Seats,BANGALORE
₹ 4.20 Lakh,Hatchback,"53,000 Kms",2nd Owner,2014,18.5,Petrol,2014,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.84 Lakh,Hatchback,"94,695 Kms",1st Owner,2016,27.39,Diesel,2016,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 8.03 Lakh,Hatchback,"22,162 Kms",1st Owner,2019,21.4,Petrol,2019,Zero Dep,5 Speed,Manual,5 Seats,BANGALORE
₹ 3.20 Lakh,Hatchback,"70,000 Kms",2nd Owner,2010,17.92,Petrol,2010,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 8.04 Lakh,Sedan,"1,15,331 Kms",1st Owner,2017,26.0,Diesel,2017,Comprehensive,6 Speed,Manual,5 Seats,BANGALORE
₹ 14 Lakh,Sedan,"70,000 Kms",2nd Owner,2013,10.0,Diesel,2013,Third Party insurance,5 Speed,Automatic,5 Seats,BANGALORE
₹ 5.48 Lakh,Hatchback,"42,233 Kms",2nd Owner,2016,22.38,Petrol,2016,Comprehensive,5-Speed,Manual,5 Seats,BANGALORE
₹ 6.19 Lakh,Hatchback,"20,941 Kms",1st Owner,2019,18.9,Petrol,2019,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 10 Lakh,SUV,"50,000 Kms",2nd Owner,2018,24.3,Diesel,2018,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 8.65 Lakh,SUV,"46,602 Kms",1st Owner,2018,17.5,Petrol,2018,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 10 Lakh,SUV,"50,000 Kms",2nd Owner,2014,11.18,Diesel,2014,Third Party insurance,5 Speed,Automatic,7 Seats,BANGALORE
₹ 5.35 Lakh,Hatchback,"1,04,000 Kms",2nd Owner,2014,25.2,Diesel,2014,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 9.75 Lakh,SUV,"90,000 Kms",1st Owner,2018,23.0,Diesel,2018,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.99 Lakh,Hatchback,"50,035 Kms",1st Owner,2017,21.4,Petrol,2017,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 11.50 Lakh,SUV,"80,000 Kms",1st Owner,2021,17.57,Petrol,2021,Third Party insurance,6-Speed,Manual,5 Seats,BANGALORE
₹ 6.25 Lakh,Hatchback,"90,000 Kms",2nd Owner,2015,18.6,Petrol,2015,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 10 Lakh,Sedan,"90,000 Kms",4th Owner,2011,14.21,Diesel,2011,Third Party insurance,5 Speed,Automatic,5 Seats,BANGALORE
₹ 6 Lakh,Sedan,"1,20,000 Kms",1st Owner,2011,21.43,Diesel,2011,Third Party insurance,6 Speed,Manual,5 Seats,BANGALORE
₹ 6.75 Lakh,Sedan,"25,170 Kms",1st Owner,2015,22.41,Petrol,2015,Third Party,5 Speed,Manual,5 Seats,BANGALORE
₹ 8.93 Lakh,Sedan,"25,022 Kms",1st Owner,2021,20.65,Petrol,2021,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 4.20 Lakh,Hatchback,"1,00,000 Kms",2nd Owner,2012,22.9,Diesel,2012,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 9.41 Lakh,Sedan,"26,367 Kms",1st Owner,2020,20.65,Petrol,2020,Zero Dep,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.30 Lakh,Sedan,"76,567 Kms",2nd Owner,2015,14.5,Petrol,2015,Zero Dep,6 Speed,Automatic,5 Seats,BANGALORE
₹ 12.75 Lakh,MUV,"1,20,000 Kms",2nd Owner,2013,12.99,Diesel,2013,Third Party insurance,5 Speed,Manual,7 Seats,BANGALORE
₹ 5.25 Lakh,Hatchback,"36,459 Kms",2nd Owner,2015,18.9,Petrol,2015,Comprehensive,4 Speed,Automatic,5 Seats,BANGALORE
₹ 7.50 Lakh,SUV,"93,725 Kms",1st Owner,2016,23.65,Diesel,2016,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.32 Lakh,Sedan,"1,15,599 Kms",2nd Owner,2016,19.12,Petrol,2016,Comprehensive,4 Speed,Automatic,5 Seats,BANGALORE
₹ 6.45 Lakh,Sedan,"43,469 Kms",1st Owner,2015,22.41,Petrol,2015,Zero Dep,5 Speed,Manual,5 Seats,BANGALORE
₹ 5 Lakh,Sedan,"70,000 Kms",4th Owner,2005,13.8,Petrol,2005,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 67.95 Lakh,SUV,"77,000 Kms",2nd Owner,2019,13.38,Diesel,2019,Comprehensive,8-Speed Steptronic,Automatic,5 Seats,BANGALORE
₹ 8.50 Lakh,SUV,"1,00,000 Kms",1st Owner,2018,24.3,Diesel,2018,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 2.99 Lakh,Sedan,"72,000 Kms",1st Owner,2008,14.7,Petrol,2008,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 20.95 Lakh,Sedan,"77,000 Kms",1st Owner,2013,16.36,Diesel,2013,Comprehensive,8 Speed,Automatic,5 Seats,BANGALORE
₹ 28 Lakh,SUV,"87,101 Kms",1st Owner,2013,12.07,Diesel,2013,Comprehensive,8 Speed Tiptronic,Automatic,7 Seats,BANGALORE
₹ 9.99 Lakh,Hatchback,"40,771 Kms",2nd Owner,2021,18.24,Petrol,2021,Third Party,6 Speed,Manual,5 Seats,BANGALORE
₹ 8.25 Lakh,Hatchback,"28,000 Kms",1st Owner,2018,18.7,Petrol,2018,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 2.50 Lakh,Hatchback,"40,000 Kms",3rd Owner,2008,18.9,Petrol,2008,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 12.95 Lakh,SUV,"26,000 Kms",1st Owner,2020,18.15,Petrol,2020,Comprehensive,7-Speed DCT,Automatic,5 Seats,BANGALORE
₹ 3.29 Lakh,Hatchback,"76,032 Kms",1st Owner,2012,18.9,Petrol,2012,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.66 Lakh,Sedan,"1,13,780 Kms",1st Owner,2018,21.56,Petrol,2018,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 22.90 Lakh,Sedan,"24,000 Kms",1st Owner,2019,20.38,Diesel,2019,Third Party insurance,6 Speed,Automatic,5 Seats,BANGALORE
₹ 10.26 Lakh,SUV,"65,812 Kms",2nd Owner,2020,23.7,Diesel,2020,Third Party,6-Speed,Manual,5 Seats,BANGALORE
₹ 17 Lakh,SUV,"10,000 Kms",1st Owner,2022,17.2,Petrol,2022,Third Party insurance,6-speed,Automatic,5 Seats,BANGALORE
₹ 6.81 Lakh,Hatchback,"39,959 Kms",1st Owner,2016,21.4,Petrol,2016,Zero Dep,5 Speed,Manual,5 Seats,BANGALORE
₹ 16.90 Lakh,SUV,"10,000 Kms",1st Owner,2022,14.2,Petrol,2022,Third Party insurance,6-speed,Automatic,7 Seats,BANGALORE
₹ 3.18 Lakh,Hatchback,"65,484 Kms",3rd Owner,2016,24.39,Petrol,2016,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.88 Lakh,Hatchback,"49,174 Kms",1st Owner,2017,21.4,Petrol,2017,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 13 Lakh,SUV,"20,000 Kms",1st Owner,2022,20.08,Petrol,2022,Third Party insurance,6-Speed,Manual,5 Seats,BANGALORE
₹ 2.65 Lakh,Hatchback,"50,000 Kms",1st Owner,2009,20.36,Petrol,2009,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.45 Lakh,Sedan,"40,000 Kms",2nd Owner,2018,22.0,Petrol,2018,Third Party insurance,5 Speed,Automatic,5 Seats,BANGALORE
₹ 20 Lakh,SUV,"30,000 Kms",1st Owner,2022,14.2,Petrol,2022,Third Party insurance,6-speed,Automatic,7 Seats,BANGALORE
₹ 9 Lakh,Coupe,"50,000 Kms",3rd Owner,2007,10.9,Petrol,2007,Third Party insurance,6 Speed,Automatic,5 Seats,BANGALORE
₹ 6.20 Lakh,Hatchback,"80,000 Kms",1st Owner,2020,21.21,Petrol,2020,Third Party insurance,5,Manual,5 Seats,BANGALORE
₹ 14.70 Lakh,SUV,"20,000 Kms",1st Owner,2022,15.43,Petrol,2022,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 2.20 Lakh,Sedan,"70,000 Kms",1st Owner,2010,13.2,CNG,2010,Third Party insurance,5-Speed,Manual,5 Seats,BANGALORE
₹ 14.75 Lakh,Sedan,"90,000 Kms",1st Owner,2014,17.11,Diesel,2014,Third Party insurance,8 Speed,Automatic,5 Seats,BANGALORE
₹ 4.15 Lakh,Hatchback,"40,000 Kms",1st Owner,2020,21.74,Petrol,2020,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.10 Lakh,Hatchback,"63,797 Kms",1st Owner,2016,18.7,Petrol,2016,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 5.60 Lakh,Hatchback,"60,216 Kms",2nd Owner,2018,18.9,Petrol,2018,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 4.25 Lakh,Hatchback,"10,000 Kms",2nd Owner,2015,23.95,Petrol,2015,Third Party insurance,5 Speed,Automatic,5 Seats,BANGALORE
₹ 6.86 Lakh,Hatchback,"38,153 Kms",1st Owner,2016,21.4,Petrol,2016,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 5.17 Lakh,Hatchback,"76,485 Kms",1st Owner,2015,22.38,Petrol,2015,Comprehensive,5-Speed,Manual,5 Seats,BANGALORE
₹ 3.85 Lakh,Hatchback,"40,000 Kms",2nd Owner,2015,20.51,Petrol,2015,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.75 Lakh,Hatchback,"40,623 Kms",1st Owner,2016,21.4,Petrol,2016,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 33 Lakh,Sedan,"18,000 Kms",2nd Owner,2018,19.27,Diesel,2018,Third Party insurance,9 Speed,Automatic,5 Seats,BANGALORE
₹ 4.99 Lakh,Hatchback,"88,051 Kms",1st Owner,2014,22.38,Petrol,2014,Third Party insurance,5-Speed,Manual,5 Seats,BANGALORE
₹ 7.74 Lakh,Hatchback,"16,522 Kms",1st Owner,2022,22.38,Petrol,2022,Third Party,5-Speed,Manual,5 Seats,BANGALORE
₹ 14.75 Lakh,SUV,"70,000 Kms",2nd Owner,2019,16.3,Diesel,2019,Third Party insurance,6 Speed,Manual,5 Seats,BANGALORE
₹ 2.40 Lakh,Hatchback,"80,000 Kms",3rd Owner,2008,18.9,Petrol,2008,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 10.25 Lakh,SUV,"50,000 Kms",1st Owner,2019,23.7,Diesel,2019,Third Party insurance,6-Speed,Manual,5 Seats,BANGALORE
₹ 14 Lakh,SUV,"10,000 Kms",1st Owner,2023,17.33,Petrol,2023,Third Party insurance,6 Speed,Manual,5 Seats,BANGALORE
₹ 2.85 Lakh,Hatchback,"57,000 Kms",2nd Owner,2013,21.1,Petrol,2013,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 10 Lakh,SUV,"1,10,000 Kms",1st Owner,2016,16.0,Diesel,2016,Third Party insurance,6 Speed ,Manual,7 Seats,BANGALORE
₹ 7.80 Lakh,Hatchback,"10,000 Kms",1st Owner,2019,21.4,Petrol,2019,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 4.75 Lakh,Hatchback,"50,000 Kms",2nd Owner,2012,18.6,Petrol,2012,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 7.50 Lakh,SUV,"1,20,000 Kms",1st Owner,2019,20.0,Diesel,2019,Third Party insurance,6 Speed,Manual,5 Seats,BANGALORE
₹ 5.55 Lakh,Hatchback,"35,469 Kms",1st Owner,2014,18.9,Petrol,2014,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.07 Lakh,Hatchback,"40,073 Kms",2nd Owner,2017,18.7,Petrol,2017,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 5.14 Lakh,Hatchback,"65,730 Kms",2nd Owner,2017,18.9,Petrol,2017,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 2.50 Lakh,Sedan,"1,20,000 Kms",2nd Owner,2005,15.4,Petrol,2005,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 7.05 Lakh,Hatchback,"36,184 Kms",2nd Owner,2016,21.4,Petrol,2016,Third Party,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.53 Lakh,Hatchback,"69,310 Kms",1st Owner,2016,21.4,Petrol,2016,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 8.72 Lakh,Sedan,"55,643 Kms",1st Owner,2015,18.0,Petrol,2015,Third Party insurance,5 Speed CVT,Automatic,5 Seats,BANGALORE
₹ 5.64 Lakh,Hatchback,"62,803 Kms",2nd Owner,2017,18.9,Petrol,2017,Third Party insurance,4 Speed,Automatic,5 Seats,BANGALORE
₹ 3.70 Lakh,Hatchback,"90,000 Kms",2nd Owner,2011,22.07,Diesel,2011,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 5.50 Lakh,Hatchback,"68,656 Kms",1st Owner,2015,22.38,Petrol,2015,Third Party insurance,5-Speed,Manual,5 Seats,BANGALORE
₹ 5.17 Lakh,Hatchback,"77,501 Kms",3rd Owner,2016,18.7,Petrol,2016,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.20 Lakh,Sedan,"40,000 Kms",1st Owner,2016,20.85,Petrol,2016,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.20 Lakh,Sedan,"40,000 Kms",1st Owner,2016,20.85,Petrol,2016,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 7.50 Lakh,Sedan,"48,325 Kms",1st Owner,2014,18.0,Petrol,2014,Third Party insurance,5 Speed CVT,Automatic,5 Seats,BANGALORE
₹ 12.20 Lakh,SUV,"30,000 Kms",1st Owner,2022,17.57,Petrol,2022,Third Party insurance,6-Speed,Manual,5 Seats,BANGALORE
₹ 13.50 Lakh,Hatchback,"1,00,000 Kms",2nd Owner,2013,14.8,Diesel,2013,Comprehensive,7 Speed,Automatic,5 Seats,BANGALORE
₹ 5.75 Lakh,Hatchback,"69,000 Kms",1st Owner,2015,22.0,Petrol,2015,Comprehensive,5,Manual,5 Seats,BANGALORE
₹ 12.50 Lakh,SUV,"1,10,000 Kms",1st Owner,2018,17.1,Diesel,2018,Third Party insurance,6 Speed,Manual,5 Seats,BANGALORE
₹ 8.68 Lakh,Sedan,"50,000 Kms",2nd Owner,2016,17.01,Petrol,2016,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 30 Lakh,MUV,"60,000 Kms",1st Owner,2020,14.11,Diesel,2020,Third Party insurance,8 Speed,Automatic,8 Seats,BANGALORE
₹ 9.80 Lakh,Hatchback,"20,000 Kms",1st Owner,2021,20.0,Petrol,2021,Third Party insurance,6 Speed IMT,Manual,5 Seats,BANGALORE
₹ 9 Lakh,Hatchback,"14,999 Kms",1st Owner,2022,22.56,Petrol,2022,Third Party,5-Speed,Automatic,5 Seats,BANGALORE
₹ 5.50 Lakh,Hatchback,"90,773 Kms",2nd Owner,2016,18.7,Petrol,2016,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 4.50 Lakh,Sedan,"90,000 Kms",1st Owner,2012,20.5,Diesel,2012,Third Party insurance,5-speed,Manual,5 Seats,BANGALORE
₹ 6.10 Lakh,Hatchback,"64,917 Kms",2nd Owner,2017,20.4,Petrol,2017,Zero Dep,5 Speed,Manual,5 Seats,BANGALORE
₹ 5.43 Lakh,Hatchback,"70,235 Kms",1st Owner,2017,18.7,Petrol,2017,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 9.80 Lakh,Hatchback,"30,000 Kms",1st Owner,2021,20.0,Petrol,2021,Third Party insurance,6 Speed IMT,Manual,5 Seats,BANGALORE
₹ 5.35 Lakh,Hatchback,"78,782 Kms",1st Owner,2016,18.7,Petrol,2016,Zero Dep,5 Speed,Manual,5 Seats,BANGALORE
₹ 8.50 Lakh,SUV,"1,64,000 Kms",2nd Owner,2014,15.1,Diesel,2014,Comprehensive,6 Speed ,Manual,7 Seats,BANGALORE
₹ 6.61 Lakh,Sedan,"72,136 Kms",2nd Owner,2016,20.73,Petrol,2016,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 5.05 Lakh,Hatchback,"52,486 Kms",2nd Owner,2015,22.38,Petrol,2015,Comprehensive,5-Speed,Manual,5 Seats,BANGALORE
₹ 4.50 Lakh,Sedan,"1,50,000 Kms",1st Owner,2007,15.6,Diesel,2007,Third Party insurance,6 Speed,Automatic,5 Seats,BANGALORE
₹ 8.65 Lakh,SUV,"36,887 Kms",1st Owner,2017,17.5,Petrol,2017,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 9.99 Lakh,SUV,"47,962 Kms",1st Owner,2019,18.27,Petrol,2019,Comprehensive,6-Speed,Manual,5 Seats,BANGALORE
₹ 5.95 Lakh,SUV,"1,35,000 Kms",1st Owner,2014,20.45,Diesel,2014,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 23.65 Lakh,Sedan,"47,398 Kms",2nd Owner,2018,14.67,Petrol,2018,Comprehensive,7 Speed,Automatic,5 Seats,BANGALORE
₹ 4 Lakh,Sedan,"50,000 Kms",2nd Owner,2012,14.6,Petrol,2012,Third Party insurance,Five Speed Manual,Manual,5 Seats,BANGALORE
₹ 5.50 Lakh,Sedan,"1,00,000 Kms",1st Owner,2012,19.3,Diesel,2012,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 60.50 Lakh,SUV,"55,000 Kms",1st Owner,2020,14.71,Diesel,2020,Comprehensive,8-Speed Steptronic,Automatic,5 Seats,BANGALORE
₹ 16 Lakh,SUV,"1,10,000 Kms",2nd Owner,2011,16.55,Diesel,2011,Comprehensive,5 Speed,Automatic,5 Seats,BANGALORE
₹ 5.20 Lakh,Hatchback,"90,000 Kms",3rd Owner,2013,17.21,Petrol,2013,Third Party insurance,7 Speed,Automatic,5 Seats,BANGALORE
₹ 6.16 Lakh,Hatchback,"1,16,624 Kms",1st Owner,2016,21.4,Petrol,2016,Zero Dep,5 Speed,Manual,5 Seats,BANGALORE
₹ 7.95 Lakh,Sedan,"54,561 Kms",2nd Owner,2019,21.56,Petrol,2019,Zero Dep,5 Speed,Manual,5 Seats,BANGALORE
₹ 12.75 Lakh,MUV,"1,20,000 Kms",2nd Owner,2013,12.99,Diesel,2013,Third Party insurance,5 Speed,Manual,7 Seats,BANGALORE
₹ 6.24 Lakh,Hatchback,"65,072 Kms",1st Owner,2016,18.7,Petrol,2016,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 5.49 Lakh,Hatchback,"1,33,532 Kms",1st Owner,2017,18.9,Petrol,2017,Zero Dep,5 Speed,Manual,5 Seats,BANGALORE
₹ 7.60 Lakh,MUV,"1,20,000 Kms",3rd Owner,2010,11.4,Diesel,2010,Third Party insurance,5 Speed,Manual,7 Seats,BANGALORE
₹ 5.24 Lakh,Sedan,"39,886 Kms",1st Owner,2013,22.41,Petrol,2013,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 16.50 Lakh,SUV,"80,000 Kms",1st Owner,2019,15.1,Diesel,2019,Third Party insurance,6 Speed,Manual,7 Seats,BANGALORE
₹ 5.83 Lakh,Hatchback,"56,976 Kms",2nd Owner,2015,25.2,Diesel,2015,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 11.47 Lakh,Sedan,"68,303 Kms",2nd Owner,2020,17.69,Petrol,2020,Zero Dep,6 Speed,Manual,5 Seats,BANGALORE
₹ 17.50 Lakh,Hatchback,"80,000 Kms",2nd Owner,2013,13.6,Petrol,2013,Third Party insurance,6 Speed AT,Automatic,4 Seats,BANGALORE
₹ 8.25 Lakh,Sedan,"54,000 Kms",1st Owner,2016,21.72,Diesel,2016,Comprehensive,7 Speed,Automatic,5 Seats,BANGALORE
₹ 31.50 Lakh,SUV,"98,500 Kms",1st Owner,2016,12.51,Diesel,2016,Third Party insurance,9 Speed,Automatic,7 Seats,BANGALORE
₹ 7.55 Lakh,Hatchback,"72,348 Kms",1st Owner,2018,16.2,Petrol,2018,Third Party insurance,5 Speed,Manual,5 Seats,BANGALORE
₹ 8.75 Lakh,SUV,"70,000 Kms",1st Owner,2015,13.0,Petrol,2015,Comprehensive,6 Speed,Manual,5 Seats,BANGALORE
₹ 8.55 Lakh,Hatchback,"62,696 Kms",1st Owner,2021,17.74,Petrol,2021,Third Party,5 Speed,Manual,5 Seats,BANGALORE
₹ 18.45 Lakh,SUV,"1,74,000 Kms",3rd Owner,2014,12.55,Diesel,2014,Comprehensive,5 Speed ,Automatic,7 Seats,BANGALORE
₹ 5.25 Lakh,Hatchback,"65,000 Kms",1st Owner,2016,18.9,Petrol,2016,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.50 Lakh,Hatchback,"36,000 Kms",1st Owner,2017,18.9,Petrol,2017,Comprehensive,4 Speed,Automatic,5 Seats,BANGALORE
₹ 9.50 Lakh,MUV,"1,99,000 Kms",2nd Owner,2011,12.8,Diesel,2011,Comprehensive,5 Speed,Manual,7 Seats,BANGALORE
₹ 8.46 Lakh,Sedan,"71,905 Kms",1st Owner,2018,18.0,Petrol,2018,Zero Dep,CVT,Automatic,5 Seats,BANGALORE
₹ 4.24 Lakh,Hatchback,"69,748 Kms",2nd Owner,2013,22.38,Petrol,2013,Comprehensive,5-Speed,Manual,5 Seats,BANGALORE
₹ 2.10 Lakh,Hatchback,"44,000 Kms",1st Owner,2008,19.7,Petrol,2008,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 9.59 Lakh,Sedan,"17,875 Kms",2nd Owner,2021,17.1,Petrol,2021,Third Party insurance,6 Speed,Manual,5 Seats,BANGALORE
₹ 8.89 Lakh,SUV,"95,678 Kms",1st Owner,2020,16.42,Petrol,2020,Comprehensive,6-Speed,Manual,5 Seats,BANGALORE
₹ 8.50 Lakh,SUV,"12,003 Kms",1st Owner,2022,19.03,Petrol,2022,Third Party insurance,5 Speed,Automatic,5 Seats,BANGALORE
₹ 8.36 Lakh,SUV,"1,14,427 Kms",2nd Owner,2018,23.0,Diesel,2018,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 6.60 Lakh,SUV,"20,000 Kms",1st Owner,2022,19.03,Petrol,2022,Third Party insurance,5 Speed,Automatic,5 Seats,BANGALORE
₹ 3.34 Lakh,Hatchback,"64,655 Kms",1st Owner,2012,19.4,Petrol,2012,Comprehensive,5 Speed,Manual,5 Seats,BANGALORE
₹ 5.94 Lakh,SUV,"46,456 Kms",1st Owner,2018,18.15,Petrol,2018,Third Party insurance,5 Speed,Manual,6 Seats,BANGALORE
₹ 9.91 Lakh,SUV,"20,000 Kms",1st Owner,2021,18.24,Petrol,2021,Third Party insurance,CVT,Automatic,5 Seats,BANGALORE
