price,bt,Kms Driven,owner,Year of Manufacture,Mileage,RTO,Fuel Type,Registration Year,modelYear,Insurance Validity,Gear Box,Transmission,Seats,City,Engine Displacement
₹ 3.83 Lakh,Hatchback,"57,644 Kms",2nd Owner,2020.0,21.7 kmpl,KA20,Petrol,Jan 2021,2020,Third Party,5 Speed,Manual,5 Seats,bangalore,998 cc
₹ 3.27 Lakh,Hatchback,"51,286 Kms",2nd Owner,2018.0,24.7 kmpl,KA51,Petrol,Jul 2018,2018,Comprehensive,5 Speed,Manual,5 Seats,bangalore,796 cc
₹ 1.95 Lakh,SUV,"1,20,000 Kms",1st Owner,2012.0,17.21 kmpl,RJ05,Diesel,2012,2012,Third Party insurance,5 Speed ,Manual,7 Seats,bangalore,1493 cc
₹ 6.39 Lakh,Hatchback,"27,937 Kms",1st Owner,2019.0,20.7 kmpl,KA41,Petrol,Feb 2020,2019,Third Party insurance,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 5.75 Lakh,SUV,"64,000 Kms",2nd Owner,2013.0,20.45 kmpl,KA51,Diesel,Jun 2013,2013,Comprehensive,5 speed,Manual,5 Seats,bangalore,1461 cc
₹ 6.60 Lakh,SUV,"40,031 Kms",2nd Owner,2017.0,15.85 kmpl,HR13,Petrol,Feb 2017,2017,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1499 cc
₹ 3.25 Lakh,Hatchback,"47,619 Kms",2nd Owner,2017.0,22.05 kmpl,KA03,Petrol,Mar 2017,2017,Comprehensive,5 Speed,Manual,5 Seats,bangalore,796 cc
₹ 2.25 Lakh,Hatchback,"90,000 Kms",5th Owner,2009.0,17 kmpl,,Petrol,2009,2009,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 10.75 Lakh,SUV,"20,000 Kms",1st Owner,2022.0,18.76 kmpl,KA05,Petrol,2022,2022,Third Party insurance,4 Speed,Automatic,5 Seats,bangalore,1462 cc
₹ 9.75 Lakh,SUV,"20,000 Kms",1st Owner,2022.0,17.03 kmpl,KA05,Petrol,2022,2022,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1462 cc
₹ 3 Lakh,Hatchback,"70,000 Kms",3rd Owner,2010.0,20.36 kmpl,KA05,Petrol,2010,2010,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 2.90 Lakh,Sedan,"1,10,000 Kms",3rd Owner,2011.0,21.5 kmpl,KA19,Diesel,2011,2011,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 2.60 Lakh,Hatchback,"40,000 Kms",3rd Owner,2012.0,19.4 kmpl,,Petrol,2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1198 cc
₹ 3.60 Lakh,Sedan,"1,00,000 Kms",3rd Owner,2012.0,21.64 kmpl,KA01,Diesel,2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1461 cc
₹ 15 Lakh,SUV,"10,000 Kms",4th Owner,2013.0,16.55 kmpl,,Diesel,2013,2013,Third Party insurance,,Automatic,5 Seats,bangalore,1995 cc
₹ 2.50 Lakh,Hatchback,"60,000 Kms",4th Owner,2017.0,21.1 kmpl,,Petrol,2017,2017,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,814 cc
₹ 17.74 Lakh,SUV,"24,000 Kms",1st Owner,2021.0,,KA04,Petrol,Jun 2021,2021,Comprehensive,6 Speed,Automatic,4 Seats,bangalore,1997 cc
₹ 10.73 Lakh,SUV,"30,535 Kms",2nd Owner,2020.0,18 kmpl,KA53,Petrol,Jun 2020,2020,Third Party,iMT,Manual,5 Seats,bangalore,998 cc
₹ 3.49 Lakh,Hatchback,"20,229 Kms",2nd Owner,2017.0,23.95 kmpl,KA04,Petrol,Mar 2017,2017,Third Party,5 Speed,Manual,5 Seats,bangalore,998 cc
₹ 4.85 Lakh,Hatchback,"35,800 Kms",1st Owner,2018.0,21.63 kmpl,KA42,Petrol,Jul 2018,2018,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,998 cc
₹ 5.91 Lakh,Hatchback,"11,453 Kms",1st Owner,2021.0,20.52 kmpl,KA03,Petrol,Jun 2021,2021,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.57 Lakh,Hatchback,"35,410 Kms",1st Owner,2016.0,18.6 kmpl,KA05,Petrol,Jul 2016,2016,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 2.10 Lakh,Hatchback,"50,000 Kms",1st Owner,2009.0,19.7 kmpl,,Petrol,2009,2009,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,796 cc
₹ 5.91 Lakh,Hatchback,"49,948 Kms",1st Owner,2018.0,18.9 kmpl,KA03,Petrol,Jul 2018,2018,Third Party insurance,4 Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 5.10 Lakh,Hatchback,"77,000 Kms",2nd Owner,2014.0,22.07 kmpl,KA35,Diesel,Oct 2014,2014,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 6.58 Lakh,Hatchback,"48,285 Kms",1st Owner,2017.0,18.6 kmpl,KA51,Petrol,Mar 2017,2017,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 5.14 Lakh,Hatchback,"19,062 Kms",1st Owner,2021.0,21.74 kmpl,KA51,Petrol,Sept 2021,2021,Comprehensive,5 Speed,Manual,5 Seats,bangalore,999 cc
₹ 3.30 Lakh,Hatchback,"70,000 Kms",2nd Owner,2011.0,16.95 kmpl,,Petrol,2011,2011,Third Party insurance,4-Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 22.50 Lakh,Sedan,"1,20,000 Kms",2nd Owner,2015.0,13 kmpl,,Diesel,2015,2015,Third Party insurance,7 Speed,Automatic,5 Seats,bangalore,2143 cc
₹ 9.50 Lakh,Hatchback,"10,000 Kms",1st Owner,2022.0,19.3 kmpl,KA03,Petrol,2022,2022,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 4.95 Lakh,Hatchback,"80,000 Kms",3rd Owner,2014.0,16.47 kmpl,KA04,Petrol,2014,2014,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1198 cc
₹ 1.10 Lakh,Hatchback,"80,000 Kms",2nd Owner,2007.0,15.5 kmpl,KA02,Petrol,2007,2007,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1108 cc
₹ 3.30 Lakh,Sedan,"87,000 Kms",1st Owner,2011.0,17.6 kmpl,KA02,Petrol,Jul 2011,2011,Comprehensive,,Manual,5 Seats,bangalore,1496 cc
₹ 7.75 Lakh,Sedan,"80,000 Kms",1st Owner,2016.0,22.15 kmpl,KA05,Diesel,2016,2016,Third Party insurance,7 Speed,Automatic,5 Seats,bangalore,1498 cc
₹ 2.60 Lakh,Hatchback,"1,10,000 Kms",2nd Owner,2010.0,18.9 kmpl,KA05,Petrol,2010,2010,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,998 cc
₹ 3 Lakh,Sedan,"90,000 Kms",3rd Owner,2009.0,16.8 kmpl,KA05,Petrol,2009,2009,Third Party insurance,5 Speed,Automatic,5 Seats,bangalore,1497 cc
₹ 6.50 Lakh,Hatchback,"30,000 Kms",1st Owner,2019.0,21.21 kmpl,,Petrol,2019,2019,Third Party insurance,5,Automatic,5 Seats,bangalore,1197 cc
₹ 3.75 Lakh,Hatchback,"56,276 Kms",1st Owner,2016.0,23.95 kmpl,KA51,Petrol,Nov 2016,2016,Comprehensive,5 Speed,Manual,5 Seats,bangalore,998 cc
₹ 6.47 Lakh,Hatchback,"27,103 Kms",1st Owner,2016.0,18.6 kmpl,KA53,Petrol,Sept 2016,2016,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 2.45 Lakh,Hatchback,"80,000 Kms",2nd Owner,2011.0,20 kmpl,,Diesel,2011,2011,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1399 cc
₹ 5.91 Lakh,Hatchback,"46,507 Kms",1st Owner,2017.0,20.89 kmpl,KA03,Petrol,May 2017,2017,Zero Dep,5 Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 5.75 Lakh,Hatchback,"30,000 Kms",1st Owner,2018.0,18.9 kmpl,KA04,Petrol,2018,2018,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.59 Lakh,Sedan,"39,070 Kms",1st Owner,2017.0,21.21 kmpl,KA03,Petrol,Jan 2018,2017,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 7.20 Lakh,Sedan,"1,20,000 Kms",1st Owner,2019.0,23.59 kmpl,KA03,Diesel,2019,2019,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1364 cc
₹ 7.33 Lakh,Hatchback,"22,438 Kms",1st Owner,2020.0,21.01 kmpl,KA04,Petrol,Jul 2020,2020,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 8.67 Lakh,Hatchback,"21,225 Kms",2nd Owner,2020.0,21.4 kmpl,KA51,Petrol,Dec 2020,2020,Zero Dep,CVT,Automatic,5 Seats,bangalore,1197 cc
₹ 8.50 Lakh,Hatchback,"28,737 Kms",1st Owner,2019.0,18.2 kmpl,KA05,Petrol,Jun 2019,2019,Comprehensive,5 Speed,Automatic,5 Seats,bangalore,1199 cc
₹ 9.20 Lakh,SUV,"20,000 Kms",1st Owner,2021.0,20.5 kmpl,KA19,Petrol,2021,2021,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,999 cc
₹ 7.20 Lakh,Hatchback,"30,000 Kms",1st Owner,2019.0,22.54 kmpl,KA04,Diesel,2019,2019,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1396 cc
₹ 1.20 Lakh,Hatchback,"70,000 Kms",3rd Owner,2009.0,18 kmpl,KA53,Petrol,2009,2009,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,995 cc
₹ 6.50 Lakh,Sedan,"1,20,000 Kms",2nd Owner,2010.0,14.84 kmpl,CH01,Diesel,2010,2010,Third Party insurance,7 Speed,Automatic,5 Seats,bangalore,2143 cc
₹ 3.50 Lakh,Hatchback,"80,000 Kms",2nd Owner,2012.0,18.5 kmpl,,Petrol,2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 3.60 Lakh,Hatchback,"1,00,000 Kms",2nd Owner,2010.0,22.07 kmpl,,Diesel,2010,2010,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 16 Lakh,Sedan,"80,000 Kms",1st Owner,2013.0,17.68 kmpl,,Diesel,2013,2013,Third Party insurance,8 Speed,Automatic,5 Seats,bangalore,1968 cc
₹ 2 Lakh,Hatchback,"40,000 Kms",3rd Owner,2009.0,19.5 kmpl,KA03,Petrol,2009,2009,Third Party insurance,,Manual,,bangalore,1061 cc
₹ 16 Lakh,Sedan,"70,000 Kms",1st Owner,2018.0,21 kmpl,KA02,Diesel,2018,2018,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1968 cc
₹ 3.81 Lakh,Hatchback,"90,106 Kms",2nd Owner,2013.0,21.9 kmpl,KA01,Diesel,Dec 2013,2013,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1396 cc
₹ 4 Lakh,Sedan,"50,000 Kms",1st Owner,2009.0,13.7 kmpl,MH04,Petrol,2009,2009,Third Party insurance,7 Speed,Manual,5 Seats,bangalore,1798 cc
₹ 3.89 Lakh,Hatchback,"1,38,175 Kms",1st Owner,2016.0,26.68 kmpl,KA50,Petrol,Mar 2016,2016,Zero Dep,5-Speed,Automatic,5 Seats,bangalore,998 cc
₹ 4.45 Lakh,Hatchback,"55,609 Kms",1st Owner,2019.0,23.01 kmpl,KA13,Petrol,Jan 2020,2019,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,999 cc
₹ 1.86 Lakh,Hatchback,"1,20,000 Kms",3rd Owner,2015.0,17.88 kmpl,,Diesel,2015,2015,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1405 cc
₹ 6.42 Lakh,Hatchback,"56,410 Kms",1st Owner,2018.0,22.56 kmpl,KA50,Petrol,Oct 2018,2018,Comprehensive,5-Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 7.25 Lakh,Hatchback,"30,000 Kms",1st Owner,2022.0,22.35 kmpl,,Petrol,2022,2022,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.16 Lakh,Hatchback,"77,593 Kms",1st Owner,2017.0,18.6 kmpl,KA20,Petrol,Aug 2017,2017,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.94 Lakh,SUV,"49,538 Kms",1st Owner,2018.0,17.5 kmpl,KA19,Petrol,Oct 2018,2018,Third Party,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 4 Lakh,Sedan,"87,000 Kms",4th Owner,2012.0,17.3 kmpl,,Diesel,2012,2012,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1998 cc
₹ 6.50 Lakh,SUV,"80,000 Kms",1st Owner,2016.0,15.96 kmpl,,Diesel,2016,2016,Third Party insurance,5 Speed,Manual,9 Seats,bangalore,2523 cc
₹ 3 Lakh,Hatchback,"50,000 Kms",2nd Owner,2018.0,22.5 kmpl,KA19,Petrol,2018,2018,Third Party insurance,5-Speed,Manual,5 Seats,bangalore,999 cc
₹ 4 Lakh,Hatchback,"1,20,000 Kms",1st Owner,2012.0,22.9 kmpl,KA05,Diesel,2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 6.49 Lakh,Hatchback,"30,000 Kms",1st Owner,2018.0,22 kmpl,KA51,Petrol,2018,2018,Third Party insurance,5,Manual,5 Seats,bangalore,1197 cc
₹ 3.60 Lakh,Hatchback,"1,00,000 Kms",2nd Owner,2010.0,22.07 kmpl,KA03,Diesel,2010,2010,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 3.60 Lakh,Hatchback,"1,00,000 Kms",2nd Owner,2010.0,22.07 kmpl,,Diesel,2010,2010,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 2.40 Lakh,Hatchback,"1,20,000 Kms",3rd Owner,2010.0,17.92 kmpl,KA51,Petrol,2010,2010,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1086 cc
₹ 8 Lakh,Hatchback,"30,000 Kms",1st Owner,2021.0,20.7 kmpl,,Petrol,2021,2021,Third Party insurance,5-Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 3.50 Lakh,Hatchback,"1,00,000 Kms",1st Owner,2009.0,17.8 kmpl,,Diesel,2009,2009,Third Party insurance,,Manual,5 Seats,bangalore,1248 cc
₹ 4.15 Lakh,Hatchback,"41,268 Kms",2nd Owner,2016.0,25.24 kmpl,KA05,Petrol,Mar 2016,2016,Third Party insurance,5-Speed,Manual,5 Seats,bangalore,998 cc
₹ 3.84 Lakh,Hatchback,"60,020 Kms",1st Owner,2011.0,22.38 kmpl,KA05,Petrol,Feb 2011,2011,Comprehensive,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 9 Lakh,SUV,"1,20,000 Kms",1st Owner,2015.0,16 kmpl,KA01,Diesel,2015,2015,Third Party insurance,6 Speed,Manual,7 Seats,bangalore,2179 cc
₹ 7.82 Lakh,Hatchback,"32,148 Kms",1st Owner,2016.0,22.54 kmpl,KA03,Diesel,Aug 2016,2016,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1396 cc
₹ 4.63 Lakh,Hatchback,"69,565 Kms",1st Owner,2016.0,26 kmpl,KA04,Petrol,Oct 2016,2016,Comprehensive,5-Speed,Automatic,5 Seats,bangalore,998 cc
₹ 6.60 Lakh,Hatchback,"60,000 Kms",1st Owner,2017.0,27.3 kmpl,,Diesel,2017,2017,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1498 cc
₹ 6.63 Lakh,Hatchback,"26,007 Kms",1st Owner,2018.0,22.56 kmpl,KA68,Petrol,Nov 2018,2018,Comprehensive,5-Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 9 Lakh,SUV,"30,000 Kms",2nd Owner,2018.0,18.88 kmpl,KA01,Petrol,2018,2018,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,999 cc
₹ 3.16 Lakh,Hatchback,"1,34,850 Kms",2nd Owner,2010.0,22.38 kmpl,KA51,Petrol,Mar 2010,2010,Comprehensive,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 4.36 Lakh,Hatchback,"44,385 Kms",1st Owner,2015.0,25.24 kmpl,KA01,Petrol,Oct 2015,2015,Comprehensive,5-Speed,Manual,5 Seats,bangalore,998 cc
₹ 2.80 Lakh,SUV,"1,20,000 Kms",2nd Owner,2009.0,13.93 kmpl,KA05,Diesel,2009,2009,Third Party insurance,5 Speed,Manual,7 Seats,bangalore,2179 cc
₹ 13.50 Lakh,SUV,"30,000 Kms",1st Owner,2018.0,19.67 kmpl,JH01,Diesel,2018,2018,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1582 cc
₹ 9.75 Lakh,Sedan,"87,000 Kms",3rd Owner,2011.0,13.2 kmpl,KA51,Diesel,Jun 2011,2011,Third Party insurance,6 Speed,Automatic,5 Seats,bangalore,1995 cc
₹ 5.20 Lakh,Sedan,"1,02,662 Kms",1st Owner,2014.0,18 kmpl,KA02,Petrol,Nov 2014,2014,Comprehensive,5 Speed CVT,Automatic,5 Seats,bangalore,1497 cc
₹ 17.65 Lakh,SUV,"13,802 Kms",1st Owner,2022.0,17.2 kmpl,KA03,Petrol,Aug 2022,2022,Comprehensive,6-speed,Automatic,5 Seats,bangalore,999 cc
₹ 1.75 Lakh,Hatchback,"90,000 Kms",4th Owner,2011.0,20 kmpl,KA03,Diesel,2011,2011,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1399 cc
₹ 4 Lakh,Hatchback,"40,000 Kms",2nd Owner,2011.0,17 kmpl,KA05,Petrol,2011,2011,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 9.50 Lakh,Sedan,"65,000 Kms",2nd Owner,2011.0,14.74 kmpl,KA01,Petrol,Aug 2011,2011,Third Party insurance,9 Speed,Automatic,5 Seats,bangalore,1991 cc
₹ 15.95 Lakh,SUV,"42,000 Kms",1st Owner,2020.0,16.1 kmpl,KA02,Petrol,Oct 2020,2020,Comprehensive,6-Speed,Manual,5 Seats,bangalore,1353 cc
₹ 5.93 Lakh,Hatchback,"13,444 Kms",2nd Owner,2017.0,18.9 kmpl,KA03,Petrol,Jan 2018,2017,Comprehensive,4 Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 10.57 Lakh,SUV,"56,226 Kms",1st Owner,2019.0,20 kmpl,KA02,Diesel,Apr 2019,2019,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1497 cc
₹ 5.60 Lakh,Hatchback,"8,733 Kms",1st Owner,2020.0,22 kmpl,KA01,Petrol,Jun 2020,2020,Third Party,5 Speed,Automatic,5 Seats,bangalore,999 cc
₹ 12.64 Lakh,Sedan,"57,963 Kms",1st Owner,2020.0,18.3 kmpl,KA03,Petrol,Jul 2020,2020,Comprehensive,CVT,Automatic,5 Seats,bangalore,1498 cc
₹ 16.66 Lakh,Sedan,"19,508 Kms",1st Owner,2022.0,16.4 kmpl,KA05,Petrol,Nov 2022,2022,Comprehensive,5 Speed,Automatic,5 Seats,bangalore,1497 cc
₹ 7.89 Lakh,Sedan,"49,423 Kms",1st Owner,2018.0,17.4 kmpl,KA02,Petrol,Mar 2018,2018,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1497 cc
₹ 4.59 Lakh,Hatchback,"78,622 Kms",2nd Owner,2012.0,22.38 kmpl,KA05,Petrol,Aug 2012,2012,Comprehensive,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 12.75 Lakh,SUV,"18,025 Kms",1st Owner,2022.0,,KA05,Diesel,Jan 2022,2022,Third Party insurance,6-Speed,Manual,5 Seats,bangalore,1493 cc
₹ 3.75 Lakh,Sedan,"68,220 Kms",1st Owner,2010.0,17 kmpl,KA03,Petrol,Dec 2010,2010,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1497 cc
₹ 38.75 Lakh,SUV,"6,000 Kms",1st Owner,2022.0,,KA05,Diesel,Mar 2022,2022,Comprehensive,9-Speed,Automatic,7 Seats,bangalore,1956 cc
₹ 9.85 Lakh,SUV,"59,889 Kms",1st Owner,2018.0,16.55 kmpl,KA50,Diesel,Aug 2018,2018,Third Party insurance,5 Speed,Manual,6 Seats,bangalore,2498 cc
₹ 37.75 Lakh,Sedan,"11,000 Kms",2nd Owner,2019.0,13.5 kmpl,KA04,Diesel,Nov 2019,2019,Comprehensive,8 Speed,Automatic,5 Seats,bangalore,1999 cc
₹ 8.25 Lakh,Hatchback,"38,500 Kms",1st Owner,2019.0,18.6 kmpl,KA05,Petrol,Jun 2019,2019,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 16.25 Lakh,SUV,"1,20,000 Kms",2nd Owner,2013.0,12.55 kmpl,KA51,Diesel,May 2013,2013,Comprehensive,5 Speed ,Automatic,7 Seats,bangalore,2982 cc
₹ 21.98 Lakh,Sedan,"39,157 Kms",2nd Owner,2016.0,22.69 kmpl,KA05,Diesel,Feb 2017,2016,Third Party insurance,8 Speed,Automatic,5 Seats,bangalore,1995 cc
₹ 8.25 Lakh,MUV,"1,62,000 Kms",1st Owner,2008.0,12.8 kmpl,KA01,Diesel,May 2008,2008,Comprehensive,5 Speed,Manual,7 Seats,bangalore,2494 cc
₹ 11.75 Lakh,Hatchback,"89,900 Kms",2nd Owner,2013.0,16.28 kmpl,KA51,Petrol,Jul 2013,2013,Third Party,8 Speed,Automatic,5 Seats,bangalore,1598 cc
₹ 6.56 Lakh,Hatchback,"58,666 Kms",1st Owner,2017.0,21.4 kmpl,KA25,Petrol,Oct 2017,2017,Comprehensive,CVT,Automatic,5 Seats,bangalore,1197 cc
₹ 6.12 Lakh,Sedan,"54,137 Kms",1st Owner,2018.0,21.21 kmpl,KA05,Petrol,Jun 2018,2018,Third Party insurance,5 Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 11.95 Lakh,SUV,"1,80,000 Kms",2nd Owner,2011.0,11.5 kmpl,KA51,Diesel,Jun 2011,2011,Comprehensive,5 Speed,Manual,7 Seats,bangalore,2982 cc
₹ 4.36 Lakh,Hatchback,"21,997 Kms",1st Owner,2019.0,23.01 kmpl,KA03,Petrol,Oct 2019,2019,Comprehensive,5 Speed,Manual,5 Seats,bangalore,999 cc
₹ 7.21 Lakh,Sedan,"40,394 Kms",2nd Owner,2020.0,21.21 kmpl,KA04,Petrol,Dec 2020,2020,Comprehensive,5 Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 17.50 Lakh,SUV,"49,000 Kms",2nd Owner,2015.0,17.05 kmpl,KA51,Diesel,May 2015,2015,Comprehensive,8-Speed ,Automatic,5 Seats,bangalore,1995 cc
₹ 6.20 Lakh,SUV,"80,390 Kms",1st Owner,2017.0,15.85 kmpl,KA36,Petrol,Feb 2018,2017,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1499 cc
₹ 32.99 Lakh,Sedan,"52,721 Kms",1st Owner,2018.0,12.6 kmpl,KA04,Diesel,Jan 2018,2018,Comprehensive,9 Speed,Automatic,5 Seats,bangalore,1950 cc
₹ 6.43 Lakh,Hatchback,"55,127 Kms",1st Owner,2017.0,21.4 kmpl,KA03,Petrol,Apr 2017,2017,Comprehensive,CVT,Automatic,5 Seats,bangalore,1197 cc
₹ 8.22 Lakh,SUV,"35,922 Kms",2nd Owner,2018.0,23 kmpl,KA05,Diesel,Jan 2018,2018,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1498 cc
₹ 8.38 Lakh,Sedan,"16,883 Kms",1st Owner,2019.0,19 kmpl,KA03,Petrol,Jan 2019,2019,Third Party insurance,CVT,Automatic,5 Seats,bangalore,1199 cc
₹ 6.25 Lakh,SUV,"86,000 Kms",2nd Owner,2013.0,19.6 kmpl,KA01,Diesel,Jun 2013,2013,Comprehensive,6 Speed,Manual,5 Seats,bangalore,1461 cc
₹ 11.25 Lakh,Sedan,"88,000 Kms",1st Owner,2016.0,15.1 kmpl,KA01,Petrol,May 2016,2016,Comprehensive,7 Speed,Automatic,5 Seats,bangalore,1798 cc
₹ 25.45 Lakh,SUV,"34,000 Kms",1st Owner,2020.0,17.1 kmpl,KA01,Diesel,May 2020,2020,Comprehensive,6 Speed,Automatic,5 Seats,bangalore,1956 cc
₹ 3.45 Lakh,Hatchback,"1,10,000 Kms",1st Owner,2013.0,20.86 kmpl,KA01,Diesel,Aug 2013,2013,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 9.99 Lakh,SUV,"55,398 Kms",1st Owner,2020.0,19.87 kmpl,KA03,Diesel,Jan 2020,2020,Third Party insurance,5-Speed,Manual,5 Seats,bangalore,1461 cc
₹ 6.75 Lakh,SUV,"54,000 Kms",2nd Owner,2015.0,14.7 kmpl,KA02,Petrol,Nov 2015,2015,Comprehensive,6 Speed,Automatic,5 Seats,bangalore,1496 cc
₹ 8.75 Lakh,Hatchback,"25,829 Kms",1st Owner,2019.0,18.78 kmpl,KA09,Petrol,Aug 2019,2019,Comprehensive,5 Speed,Manual,5 Seats,bangalore,999 cc
₹ 4.85 Lakh,Hatchback,"36,913 Kms",1st Owner,2016.0,23.1 kmpl,KA01,Petrol,Jul 2016,2016,Comprehensive,5 Speed ,Manual,5 Seats,bangalore,998 cc
₹ 7.75 Lakh,Hatchback,"34,000 Kms",1st Owner,2018.0,22.54 kmpl,KA01,Diesel,Apr 2018,2018,Comprehensive,6 Speed,Manual,5 Seats,bangalore,1396 cc
₹ 6.55 Lakh,Hatchback,"42,162 Kms",2nd Owner,2018.0,22.56 kmpl,KA03,Petrol,Oct 2018,2018,Third Party insurance,5-Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 5.25 Lakh,Hatchback,"48,041 Kms",2nd Owner,2016.0,23.1 kmpl,KA50,Petrol,Jan 2016,2016,Comprehensive,5 Speed ,Automatic,5 Seats,bangalore,998 cc
₹ 4.42 Lakh,Hatchback,"43,285 Kms",3rd Owner,2020.0,23.01 kmpl,KA16,Petrol,Jul 2020,2020,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,999 cc
₹ 4.76 Lakh,Hatchback,"44,326 Kms",1st Owner,2012.0,18.5 kmpl,KA04,Petrol,Sept 2012,2012,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 8.65 Lakh,Hatchback,"62,984 Kms",2nd Owner,2017.0,17.21 kmpl,KA03,Petrol,Jul 2017,2017,Comprehensive,7 Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 3.38 Lakh,Hatchback,"99,276 Kms",2nd Owner,2010.0,22.38 kmpl,KA51,Petrol,Jun 2010,2010,Comprehensive,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 12.99 Lakh,SUV,"42,812 Kms",2nd Owner,2018.0,13 kmpl,KA53,Petrol,May 2018,2018,Comprehensive,6 Speed,Automatic,5 Seats,bangalore,1591 cc
₹ 4.92 Lakh,Hatchback,"57,770 Kms",1st Owner,2013.0,22.38 kmpl,KA05,Petrol,Jan 2014,2013,Comprehensive,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 5.44 Lakh,Hatchback,"42,220 Kms",3rd Owner,2017.0,18.9 kmpl,KA03,Petrol,Jun 2017,2017,Third Party,4 Speed,Automatic,5 Seats,bangalore,1197 cc
