price,bt,Kms Driven,owner,Year of Manufacture,Mileage,RTO,Fuel Type,Registration Year,modelYear,Insurance Validity,Gear Box,Transmission,Seats,City,Engine Displacement
₹ 4 Lakh,Hatchback,"1,20,000 Kms",3rd Owner,2015,23.1,KA51,Petrol,2015,2015,Third Party insurance,5 Speed ,Manual,5 Seats,bangalore,998 cc
₹ 8.11 Lakh,SUV,"32,706 Kms",2nd Owner,2018,17.0,KA05,Petrol,Feb 2018,2018,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1497 cc
₹ 5.85 Lakh,Hatchback,"11,949 Kms",1st Owner,2018,23.84,KA03,Petrol,Sept 2018,2018,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 4.62 Lakh,Sedan,"17,794 Kms",1st Owner,2014,19.1,KA53,Petrol,Dec 2014,2014,Comprehensive,5 Speed ,Manual,5 Seats,bangalore,1197 cc
₹ 7.90 Lakh,SUV,"60,000 Kms",1st Owner,2015,23.65,KA04,Diesel,2015,2015,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 19 Lakh,SUV,"20,000 Kms",1st Owner,2020,17.1,KA04,Diesel,2020,2020,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1956 cc
₹ 3.45 Lakh,Hatchback,"37,772 Kms",1st Owner,2017,20.63,KA05,Petrol,Aug 2017,2017,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1198 cc
₹ 12 Lakh,SUV,"30,000 Kms",1st Owner,2021,18.15,KA51,Petrol,2021,2021,Third Party insurance,7-Speed,Automatic,5 Seats,bangalore,998 cc
₹ 9.60 Lakh,Sedan,"37,000 Kms",1st Owner,2018,20.28,KA03,Petrol,Aug 2018,2018,Comprehensive,4 Speed,Automatic,5 Seats,bangalore,1462 cc
₹ 5.85 Lakh,Hatchback,"11,949 Kms",1st Owner,2017,23.84,KA03,Petrol,Jan 2018,2017,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 6.90 Lakh,Hatchback,"50,000 Kms",1st Owner,2018,21.4,KA03,Petrol,2018,2018,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.82 Lakh,Hatchback,"24,887 Kms",1st Owner,2019,18.9,KA51,Petrol,May 2019,2019,Third Party insurance,4 Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 8.25 Lakh,Hatchback,"23,000 Kms",1st Owner,2018,18.2,KA03,Petrol,Oct 2018,2018,Comprehensive,5 Speed,Automatic,5 Seats,bangalore,1199 cc
₹ 5.95 Lakh,Hatchback,"48,928 Kms",1st Owner,2018,23.84,KA03,Petrol,Aug 2018,2018,Comprehensive,5 Speed,Automatic,5 Seats,bangalore,1199 cc
₹ 6.90 Lakh,SUV,"1,08,862 Kms",3rd Owner,2014,15.1,KA01,Diesel,Aug 2014,2014,Comprehensive,6 Speed ,Manual,7 Seats,bangalore,2179 cc
₹ 13.50 Lakh,SUV,"80,000 Kms",1st Owner,2018,17.1,OD02,Diesel,2018,2018,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1956 cc
₹ 55.95 Lakh,SUV,"16,000 Kms",1st Owner,2022,18.9,KA01,Diesel,Jun 2022,2022,Comprehensive,8G-DCT,Automatic,5 Seats,bangalore,1950 cc
₹ 5.21 Lakh,Hatchback,"65,376 Kms",2nd Owner,2014,21.27,KA41,Diesel,May 2014,2014,Comprehensive,6 Speed,Manual,5 Seats,bangalore,1396 cc
₹ 10.05 Lakh,SUV,"10,000 Kms",1st Owner,2022,17.33,KA02,Petrol,2022,2022,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 7.75 Lakh,Sedan,"67,000 Kms",2nd Owner,2016,17.8,KA53,Petrol,Sept 2016,2016,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1497 cc
₹ 22 Lakh,Sedan,"1,00,000 Kms",3rd Owner,2011,18.48,KA03,Diesel,2011,2011,Third Party insurance,6 Speed,Automatic,5 Seats,bangalore,1995 cc
₹ 5.82 Lakh,Hatchback,"18,083 Kms",1st Owner,2016,22.38,KA04,Petrol,Mar 2016,2016,Comprehensive,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 10.90 Lakh,SUV,"30,000 Kms",1st Owner,2020,16.42,KA01,Petrol,2020,2020,Third Party insurance,5-Speed,Manual,5 Seats,bangalore,1498 cc
₹ 4.57 Lakh,Hatchback,"57,634 Kms",2nd Owner,2016,23.84,KA05,Petrol,Jun 2016,2016,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 49 Lakh,Sedan,"50,000 Kms",2nd Owner,2016,7.81,KA03,Petrol,2016,2016,Third Party insurance,7 Speed,Automatic,5 Seats,bangalore,4663 cc
₹ 5.50 Lakh,Sedan,"1,10,000 Kms",1st Owner,2015,17.4,HR26,Petrol,2015,2015,Third Party insurance,5 Speed ,Manual,5 Seats,bangalore,1497 cc
₹ 5.70 Lakh,Hatchback,"23,447 Kms",1st Owner,2018,20.3,KA04,Petrol,Nov 2018,2018,Comprehensive,5 Speed,Automatic,5 Seats,bangalore,1086 cc
₹ 2.20 Lakh,Hatchback,"30,000 Kms",2nd Owner,2009,13.45,KA03,LPG,2009,2009,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1086 cc
₹ 41.45 Lakh,Sedan,"33,000 Kms",1st Owner,2017,15.0,KA05,Petrol,Nov 2017,2017,Comprehensive,9 Speed,Automatic,5 Seats,bangalore,1991 cc
₹ 8.61 Lakh,SUV,"87,667 Kms",2nd Owner,2014,15.1,KA04,Diesel,Apr 2014,2014,Third Party,6 Speed ,Manual,7 Seats,bangalore,2179 cc
₹ 17.85 Lakh,Sedan,"40,000 Kms",2nd Owner,2016,17.11,KA51,Diesel,2016,2016,Third Party insurance,8 Speed,Automatic,5 Seats,bangalore,1968 cc
₹ 8.03 Lakh,SUV,"79,012 Kms",2nd Owner,2014,15.1,KA51,Diesel,Oct 2014,2014,Comprehensive,6 Speed,Manual,7 Seats,bangalore,2179 cc
₹ 25.65 Lakh,SUV,"31,344 Kms",1st Owner,2021,17.1,KA05,Diesel,Oct 2021,2021,Comprehensive,6 Speed,Manual,5 Seats,bangalore,1956 cc
₹ 6.74 Lakh,Sedan,"50,000 Kms",1st Owner,2018,20.14,KA03,Petrol,2018,2018,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 3.49 Lakh,Hatchback,"12,434 Kms",1st Owner,2015,20.51,WB38,Petrol,May 2015,2015,Comprehensive,5 Speed,Manual,5 Seats,bangalore,998 cc
₹ 10.50 Lakh,MUV,"60,000 Kms",2nd Owner,2019,19.34,KA53,Petrol,2019,2019,Third Party insurance,5 Speed,Manual,7 Seats,bangalore,1462 cc
₹ 44.25 Lakh,Sedan,"12,000 Kms",1st Owner,2019,12.6,KA51,Diesel,Jan 2019,2019,Comprehensive,9 Speed,Automatic,5 Seats,bangalore,1950 cc
₹ 4.06 Lakh,Hatchback,"40,987 Kms",2nd Owner,2015,20.51,KA53,Petrol,Mar 2015,2015,Comprehensive,5 Speed,Manual,5 Seats,bangalore,998 cc
₹ 49.65 Lakh,Sedan,"18,157 Kms",1st Owner,2020,15.56,KA51,Petrol,Oct 2020,2020,Zero Dep,8-Speed Steptronic,Automatic,5 Seats,bangalore,1998 cc
₹ 11 Lakh,SUV,"1,20,000 Kms",3rd Owner,2011,11.5,KA47,Diesel,2011,2011,Third Party insurance,5 Speed,Manual,7 Seats,bangalore,2982 cc
₹ 11 Lakh,SUV,"40,000 Kms",2nd Owner,2020,19.87,KA51,Diesel,2020,2020,Third Party insurance,6-Speed,Automatic,5 Seats,bangalore,1461 cc
₹ 5.94 Lakh,Hatchback,"89,667 Kms",1st Owner,2016,18.6,KA19,Petrol,May 2016,2016,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 7.10 Lakh,Hatchback,"1,20,000 Kms",1st Owner,2017,22.54,KA05,Diesel,2017,2017,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1396 cc
₹ 6.92 Lakh,Hatchback,"56,997 Kms",1st Owner,2017,21.4,KA03,Petrol,Aug 2017,2017,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.50 Lakh,Sedan,"1,20,000 Kms",1st Owner,2013,16.3,KA41,Petrol,2013,2013,Third Party insurance,6 Speed ,Manual,5 Seats,bangalore,1797 cc
₹ 20.90 Lakh,Sedan,"59,000 Kms",1st Owner,2015,18.53,HR26,Diesel,Jul 2016,2015,Third Party insurance,7 Speed,Automatic,5 Seats,bangalore,1968 cc
₹ 4.11 Lakh,Hatchback,"18,835 Kms",1st Owner,2021,22.05,KA50,Petrol,Dec 2021,2021,Zero Dep,5 Speed,Manual,5 Seats,bangalore,796 cc
₹ 6.50 Lakh,SUV,"1,20,000 Kms",2nd Owner,2010,12.05,KA19,Diesel,2010,2010,Third Party insurance,5 Speed,Manual,7 Seats,bangalore,2179 cc
₹ 36.75 Lakh,Hatchback,"40,000 Kms",1st Owner,2016,17.33,KA51,Petrol,Jul 2016,2016,Comprehensive,7 Speed,Automatic,4 Seats,bangalore,1998 cc
₹ 6.10 Lakh,Hatchback,"60,932 Kms",1st Owner,2019,23.84,KA03,Petrol,Jul 2019,2019,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 16.75 Lakh,SUV,"33,539 Kms",2nd Owner,2020,16.5,KA05,Petrol,Aug 2020,2020,Comprehensive,7-Speed DCT,Automatic,5 Seats,bangalore,1353 cc
₹ 5.30 Lakh,Hatchback,"66,837 Kms",2nd Owner,2018,23.84,KA05,Petrol,Dec 2018,2018,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 79.90 Lakh,Sedan,400 Kms,1st Owner,2022,18.9,KA53,Diesel,Jul 2022,2022,Third Party,9-Speed,Automatic,5 Seats,bangalore,2925 cc
₹ 2.50 Lakh,Hatchback,"60,000 Kms",2nd Owner,2008,19.7,KA03,Petrol,2008,2008,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,796 cc
₹ 7.15 Lakh,Hatchback,"44,285 Kms",1st Owner,2019,18.6,KA09,Petrol,Aug 2019,2019,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 35 Lakh,SUV,"1,00,000 Kms",2nd Owner,2014,11.3,PY01,Diesel,2014,2014,Third Party insurance,7 Speed,Automatic,7 Seats,bangalore,2987 cc
₹ 22.50 Lakh,SUV,"25,000 Kms",1st Owner,2021,14.08,KA19,Diesel,Jul 2021,2021,Comprehensive,6-Speed,Automatic,6 Seats,bangalore,1956 cc
₹ 6.25 Lakh,Hatchback,"36,735 Kms",1st Owner,2018,18.9,KA03,Petrol,Jan 2019,2018,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 26.95 Lakh,SUV,"79,000 Kms",1st Owner,2015,12.07,KA51,Diesel,Jul 2015,2015,Comprehensive,8 Speed Tiptronic,Automatic,7 Seats,bangalore,2967 cc
₹ 6.50 Lakh,SUV,"1,20,000 Kms",2nd Owner,2010,12.05,KA19,Diesel,2010,2010,Third Party insurance,5 Speed,Manual,8 Seats,bangalore,2179 cc
₹ 5.50 Lakh,Hatchback,"10,000 Kms",1st Owner,2022,22.0,KA50,Petrol,2022,2022,Third Party insurance,5 Speed,Automatic,5 Seats,bangalore,999 cc
₹ 8.25 Lakh,SUV,"53,645 Kms",1st Owner,2018,21.5,KA05,Diesel,Oct 2018,2018,Comprehensive,6 Speed,Manual,5 Seats,bangalore,1497 cc
₹ 2.20 Lakh,Hatchback,"1,00,000 Kms",2nd Owner,2006,15.3,KA03,Petrol,2006,2006,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1341 cc
₹ 4.28 Lakh,Hatchback,"53,982 Kms",1st Owner,2014,26.68,KA03,Petrol,Oct 2014,2014,Comprehensive,5-Speed,Automatic,5 Seats,bangalore,998 cc
₹ 6.95 Lakh,Sedan,"1,10,000 Kms",1st Owner,2014,21.14,KA03,Diesel,2014,2014,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1498 cc
₹ 9.30 Lakh,SUV,"37,741 Kms",2nd Owner,2019,15.9,KA01,Petrol,Feb 2019,2019,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1496 cc
₹ 4.55 Lakh,Hatchback,"17,367 Kms",1st Owner,2021,22.05,KA02,Petrol,Aug 2021,2021,Comprehensive,5 Speed,Manual,5 Seats,bangalore,796 cc
₹ 11.95 Lakh,SUV,"94,000 Kms",1st Owner,2017,19.67,KA05,Diesel,Jun 2017,2017,Comprehensive,6 Speed,Manual,5 Seats,bangalore,1582 cc
₹ 21.75 Lakh,SUV,"33,700 Kms",1st Owner,2021,14.6,KA04,Diesel,Apr 2021,2021,Comprehensive,6-Speed,Automatic,5 Seats,bangalore,1956 cc
₹ 4.42 Lakh,Hatchback,"54,601 Kms",3rd Owner,2014,22.38,KA53,Petrol,Jul 2014,2014,Comprehensive,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.90 Lakh,Hatchback,"1,10,000 Kms",1st Owner,2018,28.4,KA41,Diesel,2018,2018,Third Party insurance,5,Manual,5 Seats,bangalore,1248 cc
₹ 5 Lakh,Hatchback,"64,000 Kms",2nd Owner,2017,23.1,KA04,Petrol,Nov 2017,2017,Third Party,5 Speed ,Manual,5 Seats,bangalore,998 cc
₹ 33.95 Lakh,Sedan,"40,525 Kms",1st Owner,2016,21.76,KA66,Diesel,Nov 2016,2016,Comprehensive,8 Speed,Automatic,5 Seats,bangalore,1995 cc
₹ 6.50 Lakh,Sedan,"1,00,000 Kms",1st Owner,2015,26.21,KA03,Diesel,2015,2015,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 5.37 Lakh,Hatchback,"44,154 Kms",2nd Owner,2016,19.0,KA03,Petrol,Nov 2016,2016,Comprehensive,5 Speed,Automatic,5 Seats,bangalore,1199 cc
₹ 7.50 Lakh,MUV,"70,000 Kms",1st Owner,2016,19.98,KA03,Diesel,2016,2016,Third Party insurance,6 Speed,Manual,7 Seats,bangalore,1461 cc
₹ 17.90 Lakh,Sedan,"79,000 Kms",1st Owner,2018,15.1,KA20,Petrol,Jul 2018,2018,Comprehensive,7 Speed,Automatic,5 Seats,bangalore,1798 cc
₹ 4.68 Lakh,Hatchback,"68,039 Kms",2nd Owner,2017,23.84,KA53,Petrol,Jan 2018,2017,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 4.20 Lakh,Hatchback,"60,000 Kms",2nd Owner,2014,18.5,KA03,Petrol,2014,2014,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 4.20 Lakh,Hatchback,"60,000 Kms",2nd Owner,2014,18.5,KA03,Petrol,2014,2014,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 9.20 Lakh,Hatchback,"10,000 Kms",1st Owner,2021,20.0,KA51,Petrol,2021,2021,Third Party insurance,6 Speed IMT,Manual,5 Seats,bangalore,998 cc
₹ 5.33 Lakh,Sedan,"49,873 Kms",1st Owner,2013,16.8,KA05,Petrol,Jan 2013,2013,Third Party,5 Speed,Manual,5 Seats,bangalore,1497 cc
₹ 8.50 Lakh,Hatchback,"90,000 Kms",3rd Owner,2013,17.2,KA03,Petrol,2013,2013,Third Party insurance,7 Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 7.51 Lakh,Sedan,"48,960 Kms",2nd Owner,2017,21.13,KA52,Diesel,Jun 2017,2017,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1498 cc
₹ 3.88 Lakh,Hatchback,"70,000 Kms",2nd Owner,2014,24.0,KA04,Diesel,2014,2014,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1120 cc
₹ 4.90 Lakh,Hatchback,"68,000 Kms",2nd Owner,2013,18.5,KA51,Petrol,Aug 2013,2013,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 4.94 Lakh,SUV,"23,017 Kms",1st Owner,2016,25.32,KA04,Diesel,Nov 2016,2016,Third Party,5 Speed,Manual,6 Seats,bangalore,1198 cc
₹ 5.25 Lakh,Hatchback,"83,000 Kms",2nd Owner,2013,21.27,KA03,Diesel,Feb 2014,2013,Comprehensive,6 Speed,Manual,5 Seats,bangalore,1396 cc
₹ 28.90 Lakh,SUV,"92,000 Kms",2nd Owner,2016,16.55,KA51,Diesel,Dec 2016,2016,Comprehensive,8 Speed,Automatic,5 Seats,bangalore,1995 cc
₹ 5.50 Lakh,Hatchback,"62,139 Kms",1st Owner,2018,20.51,KA53,Petrol,Oct 2018,2018,Comprehensive,5 Speed,Manual,5 Seats,bangalore,998 cc
₹ 3.65 Lakh,Hatchback,"74,000 Kms",1st Owner,2013,19.2,KA04,LPG,Aug 2013,2013,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1086 cc
₹ 4.20 Lakh,Hatchback,"26,500 Kms",2nd Owner,2016,24.04,KA53,Petrol,Nov 2016,2016,Comprehensive,5 Speed,Automatic,5 Seats,bangalore,999 cc
₹ 18.95 Lakh,Sedan,"81,716 Kms",1st Owner,2017,27.03,KA01,Diesel,Jun 2017,2017,Comprehensive,8 Speed,Automatic,5 Seats,bangalore,1969 cc
₹ 59.90 Lakh,Sedan,"24,000 Kms",2nd Owner,2018,17.0,KA03,Diesel,Sept 2018,2018,Comprehensive,9 Speed,Automatic,5 Seats,bangalore,2987 cc
₹ 10.50 Lakh,SUV,"10,000 Kms",1st Owner,2022,17.0,KA03,Petrol,2022,2022,Third Party insurance,6-speed AutoSHIFT,Automatic,5 Seats,bangalore,1197 cc
₹ 20.75 Lakh,SUV,"18,000 Kms",1st Owner,2021,16.56,KA51,Petrol,Jul 2021,2021,Comprehensive,6-speed CVT,Automatic,6 Seats,bangalore,1451 cc
₹ 3.94 Lakh,Hatchback,"38,197 Kms",1st Owner,2013,19.4,KA03,Petrol,Jun 2013,2013,Third Party,5 Speed,Manual,5 Seats,bangalore,1198 cc
₹ 7.25 Lakh,Hatchback,"23,000 Kms",2nd Owner,2017,19.56,KA51,Petrol,Aug 2017,2017,Comprehensive,CVT,Automatic,5 Seats,bangalore,1197 cc
₹ 2.40 Lakh,Hatchback,"50,000 Kms",1st Owner,2013,20.92,KA02,Petrol,2013,2013,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,998 cc
₹ 8.35 Lakh,SUV,"10,000 Kms",1st Owner,2022,19.03,KA53,Petrol,2022,2022,Third Party insurance,5 Speed,Automatic,5 Seats,bangalore,999 cc
₹ 6.95 Lakh,Hatchback,"19,000 Kms",1st Owner,2019,18.9,KA04,Petrol,Mar 2019,2019,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 17.25 Lakh,SUV,"14,000 Kms",1st Owner,2020,16.5,KA01,Petrol,Aug 2020,2020,Comprehensive,7-Speed DCT,Automatic,5 Seats,bangalore,1353 cc
₹ 3.30 Lakh,Hatchback,"29,268 Kms",1st Owner,2014,21.1,KA25,Petrol,May 2014,2014,Comprehensive,5 Speed,Manual,5 Seats,bangalore,814 cc
₹ 9.90 Lakh,Sedan,"20,000 Kms",1st Owner,2019,18.19,KA01,Petrol,2019,2019,Third Party insurance,7 Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 7.50 Lakh,Sedan,"30,000 Kms",1st Owner,2018,17.1,KA03,Petrol,2018,2018,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1496 cc
₹ 7.55 Lakh,Hatchback,"64,374 Kms",1st Owner,2018,19.0,KA05,Petrol,May 2018,2018,Third Party insurance,5 Speed,Automatic,5 Seats,bangalore,1199 cc
₹ 17.50 Lakh,SUV,"30,000 Kms",1st Owner,2021,17.41,KA27,Diesel,2021,2021,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1956 cc
₹ 20.83 Lakh,SUV,"7,100 Kms",1st Owner,2022,14.2,KA03,Petrol,Dec 2022,2022,Comprehensive,6-speed,Automatic,6 Seats,bangalore,1999 cc
₹ 2.71 Lakh,Hatchback,"43,679 Kms",1st Owner,2010,19.81,KA51,Petrol,Mar 2010,2010,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1086 cc
₹ 12.80 Lakh,SUV,"40,000 Kms",1st Owner,2018,14.8,KA51,Petrol,2018,2018,Third Party insurance,6 Speed,Automatic,5 Seats,bangalore,1591 cc
₹ 4.36 Lakh,Hatchback,"40,562 Kms",1st Owner,2012,22.54,KA51,Diesel,Oct 2012,2012,Third Party,6 Speed,Manual,5 Seats,bangalore,1396 cc
₹ 16.75 Lakh,SUV,"26,500 Kms",2nd Owner,2021,18.9,KA03,Petrol,Jul 2021,2021,Comprehensive,7-speed DCT,Automatic,5 Seats,bangalore,1397 cc
₹ 12.50 Lakh,SUV,"20,000 Kms",1st Owner,2019,18.15,KA05,Petrol,2019,2019,Third Party insurance,7-Speed,Automatic,5 Seats,bangalore,998 cc
₹ 13.50 Lakh,SUV,"58,600 Kms",1st Owner,2016,16.0,KA05,Diesel,Jul 2016,2016,Third Party insurance,6 Speed,Automatic,7 Seats,bangalore,2179 cc
₹ 12.50 Lakh,SUV,"20,000 Kms",1st Owner,2019,18.15,KA05,Petrol,2019,2019,Third Party insurance,7-Speed,Automatic,5 Seats,bangalore,998 cc
₹ 22.25 Lakh,SUV,"42,050 Kms",1st Owner,2020,18.4,KA03,Petrol,Aug 2020,2020,Comprehensive,7 Speed DSG,Automatic,5 Seats,bangalore,1498 cc
₹ 4.75 Lakh,Hatchback,"65,017 Kms",1st Owner,2015,23.1,KA04,Petrol,Jan 2016,2015,2,5 Speed ,Automatic,5 Seats,bangalore,998 cc
₹ 6 Lakh,Sedan,"80,000 Kms",2nd Owner,2008,13.2,TN09,Diesel,2008,2008,Third Party insurance,6 Speed,Automatic,5 Seats,bangalore,1995 cc
₹ 24.50 Lakh,SUV,"30,000 Kms",1st Owner,2021,14.1,KA20,Petrol,2021,2021,Third Party insurance,7 Speed DCT,Automatic,5 Seats,bangalore,1368 cc
₹ 16.25 Lakh,SUV,"20,000 Kms",1st Owner,2020,16.5,KA03,Petrol,2020,2020,Third Party insurance,7-Speed DCT,Automatic,5 Seats,bangalore,1353 cc
₹ 16.50 Lakh,Sedan,"36,349 Kms",1st Owner,2014,17.2,KA51,Diesel,Dec 2014,2014,Third Party insurance,6 Speed,Automatic,5 Seats,bangalore,1968 cc
₹ 2.49 Lakh,Hatchback,"80,000 Kms",3rd Owner,2009,20.36,KA03,Petrol,2009,2009,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.30 Lakh,SUV,"83,394 Kms",2nd Owner,2014,13.24,KA01,Petrol,May 2014,2014,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1598 cc
₹ 25.99 Lakh,SUV,"30,000 Kms",2nd Owner,2016,14.16,KA01,Diesel,2016,2016,Third Party insurance,7 Speed,Automatic,5 Seats,bangalore,1968 cc
₹ 2.49 Lakh,Hatchback,"80,000 Kms",3rd Owner,2009,20.36,KA03,Petrol,2009,2009,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 3.85 Lakh,Hatchback,"52,204 Kms",1st Owner,2017,24.39,KA13,Petrol,Aug 2017,2017,Third Party,5 Speed,Manual,5 Seats,bangalore,998 cc
₹ 3 Lakh,Hatchback,"1,10,000 Kms",3rd Owner,2012,17.0,KA53,Petrol,2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 29.75 Lakh,SUV,"89,000 Kms",1st Owner,2017,10.91,KA19,Diesel,Jul 2017,2017,Third Party insurance,6 Speed,Automatic,7 Seats,bangalore,3198 cc
₹ 2.76 Lakh,Hatchback,"29,813 Kms",2nd Owner,2014,22.05,KA53,Petrol,Jul 2014,2014,Comprehensive,5 Speed,Manual,5 Seats,bangalore,796 cc
₹ 5 Lakh,Hatchback,"30,000 Kms",1st Owner,2018,18.16,KA03,Petrol,2018,2018,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1196 cc
₹ 7.30 Lakh,Hatchback,"13,345 Kms",1st Owner,2020,20.89,KA01,Petrol,Aug 2020,2020,Comprehensive,5 Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 22.45 Lakh,SUV,"17,100 Kms",1st Owner,2022,18.1,KA53,Diesel,May 2022,2022,Comprehensive,6-speed,Automatic,7 Seats,bangalore,1498 cc
₹ 3.99 Lakh,Hatchback,"75,000 Kms",1st Owner,2014,18.9,KA05,Petrol,May 2014,2014,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 3.12 Lakh,Hatchback,"75,523 Kms",2nd Owner,2011,20.36,KA51,Petrol,Nov 2011,2011,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 12.75 Lakh,SUV,"47,000 Kms",1st Owner,2015,16.0,KA01,Diesel,Sept 2015,2015,Comprehensive,6 Speed,Manual,7 Seats,bangalore,2179 cc
₹ 19.90 Lakh,SUV,"36,500 Kms",1st Owner,2022,16.35,KA03,Diesel,Jul 2022,2022,Comprehensive,6-Speed,Manual,5 Seats,bangalore,1956 cc
₹ 7.19 Lakh,MUV,"28,253 Kms",1st Owner,2020,20.0,KA01,Petrol,Nov 2020,2020,Comprehensive,5 Speed,Manual,7 Seats,bangalore,999 cc
₹ 12.60 Lakh,SUV,"50,000 Kms",1st Owner,2016,19.67,KA51,Diesel,2016,2016,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1582 cc
₹ 3 Lakh,Hatchback,"90,000 Kms",2nd Owner,2010,20.36,KA51,Petrol,2010,2010,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 39.81 Lakh,SUV,"70,000 Kms",2nd Owner,2016,15.97,MH46,Diesel,2016,2016,Third Party insurance,8 Speed,Automatic,5 Seats,bangalore,2993 cc
₹ 6.27 Lakh,Hatchback,"52,571 Kms",1st Owner,2016,18.6,KA53,Petrol,Jun 2016,2016,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 13 Lakh,Sedan,"70,000 Kms",2nd Owner,2010,16.07,KA01,Diesel,2010,2010,Third Party insurance,6 Speed,Automatic,5 Seats,bangalore,1995 cc
₹ 6.72 Lakh,Sedan,"61,993 Kms",1st Owner,2015,17.4,KA04,Petrol,Jan 2015,2015,Comprehensive,5 Speed ,Manual,5 Seats,bangalore,1497 cc
₹ 18.25 Lakh,SUV,"57,000 Kms",1st Owner,2017,16.38,KA50,Diesel,Jul 2017,2017,Comprehensive,6 Speed,Automatic,5 Seats,bangalore,1995 cc
₹ 35 Lakh,SUV,"80,000 Kms",2nd Owner,2021,14.24,KA03,Diesel,2021,2021,Third Party insurance,6 Speed,Manual,7 Seats,bangalore,2755 cc
₹ 4.40 Lakh,Hatchback,"36,359 Kms",1st Owner,2013,18.5,KA01,Petrol,Aug 2013,2013,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 14.60 Lakh,SUV,"70,000 Kms",2nd Owner,2019,17.0,KA53,Diesel,2019,2019,Third Party insurance,6,Manual,5 Seats,bangalore,1956 cc
₹ 20.41 Lakh,SUV,"7,500 Kms",1st Owner,2022,18.9,KA01,Petrol,Oct 2022,2022,Comprehensive,8-Speed,Automatic,5 Seats,bangalore,1451 cc
₹ 10.33 Lakh,Sedan,"30,301 Kms",1st Owner,2017,17.0,KA41,Petrol,Sept 2017,2017,Comprehensive,6 Speed,Automatic,5 Seats,bangalore,1591 cc
₹ 2.75 Lakh,Hatchback,"66,000 Kms",1st Owner,2010,20.36,KA03,Petrol,Jan 2010,2010,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
