price,bt,Kms Driven,owner,Year of Manufacture,Mileage,RTO,Fuel Type,Registration Year,modelYear,Insurance Validity,Gear Box,Transmission,Seats,City,Engine Displacement
"₹ 55,000 ",Sedan,"80,000 Kms",2nd Owner,2004,14.2,KA03,Petrol,2004,2004,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1597 cc
₹ 6.30 Lakh,Hatchback,"40,000 Kms",1st Owner,2018,18.9,KA03,Petrol,2018,2018,Third Party insurance,4 Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 24.75 Lakh,SUV,"20,000 Kms",1st Owner,2022,14.08,KA03,Diesel,2022,2022,Third Party insurance,6-Speed,Automatic,7 Seats,bangalore,1956 cc
₹ 4.17 Lakh,Hatchback,"67,444 Kms",1st Owner,2012,18.5,KA02,Petrol,Sept 2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.31 Lakh,Hatchback,"63,837 Kms",2nd Owner,2016,21.4,KA05,Petrol,Aug 2016,2016,Comprehensive,CVT,Automatic,5 Seats,bangalore,1197 cc
₹ 4.65 Lakh,MUV,"61,000 Kms",2nd Owner,2012,14.0,KA02,Diesel,Dec 2012,2012,Comprehensive,5 Speed,Manual,7 Seats,bangalore,2498 cc
₹ 5.44 Lakh,Hatchback,"60,777 Kms",1st Owner,2016,22.38,KA05,Petrol,Dec 2016,2016,Third Party insurance,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 7.04 Lakh,Hatchback,"39,248 Kms",2nd Owner,2016,21.4,KA05,Petrol,Mar 2016,2016,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 19.75 Lakh,Sedan,"66,000 Kms",1st Owner,2014,18.12,KA51,Diesel,Jul 2014,2014,Comprehensive,8 Speed,Automatic,5 Seats,bangalore,1995 cc
₹ 3.59 Lakh,Hatchback,"96,198 Kms",1st Owner,2015,19.4,KA04,Petrol,Oct 2015,2015,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1198 cc
₹ 5.20 Lakh,Sedan,"50,000 Kms",2nd Owner,2013,16.8,KA05,Petrol,2013,2013,Third Party insurance,5 Speed AT+ Paddle Shifters,Automatic,5 Seats,bangalore,1497 cc
₹ 3.35 Lakh,Hatchback,"81,207 Kms",3rd Owner,2015,20.51,KA41,Petrol,Sept 2015,2015,Comprehensive,5 Speed,Manual,5 Seats,bangalore,998 cc
₹ 7.66 Lakh,Hatchback,"48,148 Kms",1st Owner,2021,22.38,KA02,Petrol,Apr 2021,2021,Third Party,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 3.50 Lakh,Hatchback,"1,20,000 Kms",1st Owner,2015,23.1,KA03,Petrol,2015,2015,Third Party insurance,5 Speed ,Manual,5 Seats,bangalore,998 cc
₹ 4.80 Lakh,Sedan,"90,000 Kms",3rd Owner,2018,20.65,KA22,Diesel,2018,2018,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 8.22 Lakh,SUV,"60,000 Kms",2nd Owner,2017,18.06,KA03,Diesel,2017,2017,Third Party insurance,5 Speed,Manual,7 Seats,bangalore,2523 cc
₹ 1.90 Lakh,Sedan,"1,20,000 Kms",4th Owner,2009,16.0,KA51,Petrol,2009,2009,Third Party insurance,Five Speed Manual,Manual,5 Seats,bangalore,1368 cc
₹ 6 Lakh,Sedan,"70,000 Kms",3rd Owner,2008,11.7,KA03,Petrol,2008,2008,Third Party insurance,5 Speed,Automatic,5 Seats,bangalore,2354 cc
₹ 9.95 Lakh,SUV,"30,000 Kms",1st Owner,2022,20.1,VK28,Diesel,2022,2022,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1497 cc
₹ 1.20 Lakh,Hatchback,"30,000 Kms",3rd Owner,2017,14.0,KA04,Petrol,2022,2001,Third Party insurance,4 Speed,Manual,5 Seats,bangalore,796 cc
₹ 5.75 Lakh,SUV,"1,20,000 Kms",2nd Owner,2013,19.01,KA53,Diesel,2013,2013,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1461 cc
₹ 37.95 Lakh,SUV,"64,389 Kms",2nd Owner,2018,17.9,KA05,Diesel,Mar 2018,2018,Comprehensive,9 Speed,Automatic,5 Seats,bangalore,2143 cc
₹ 2.60 Lakh,Hatchback,"60,000 Kms",2nd Owner,2014,22.74,KA51,Petrol,2014,2014,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,796 cc
₹ 5.39 Lakh,Hatchback,"67,245 Kms",1st Owner,2015,22.38,KA51,Petrol,May 2015,2015,Comprehensive,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 10.06 Lakh,Sedan,"30,518 Kms",2nd Owner,2018,17.0,KA05,Petrol,Jun 2018,2018,Zero Dep,6 Speed,Automatic,5 Seats,bangalore,1591 cc
₹ 39 Lakh,Sedan,"20,000 Kms",1st Owner,2022,18.9,KA03,Petrol,2022,2022,Third Party insurance,7-Speed DCT,Automatic,5 Seats,bangalore,1332 cc
₹ 7.96 Lakh,Sedan,"1,02,407 Kms",1st Owner,2018,28.09,KA63,Diesel,Jun 2018,2018,Third Party,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 6.36 Lakh,Hatchback,"53,606 Kms",1st Owner,2015,18.6,KA51,Petrol,Dec 2015,2015,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 14 Lakh,SUV,"90,000 Kms",1st Owner,2015,17.67,KA03,Diesel,2015,2015,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1968 cc
₹ 6.15 Lakh,Hatchback,"44,253 Kms",2nd Owner,2016,21.4,KA53,Petrol,Jan 2017,2016,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 5 Lakh,Minivans,"40,000 Kms",1st Owner,2021,20.88,KA03,CNG,2021,2021,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1196 cc
₹ 7.18 Lakh,Hatchback,"34,702 Kms",1st Owner,2021,19.01,KA06,Petrol,Jun 2021,2021,Third Party,5-Speed,Manual,5 Seats,bangalore,1199 cc
₹ 4.36 Lakh,Hatchback,"42,762 Kms",1st Owner,2012,22.38,KA04,Petrol,Sept 2012,2012,Third Party,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 2.80 Lakh,Hatchback,"50,000 Kms",2nd Owner,2015,23.95,KA03,Petrol,2015,2015,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,998 cc
₹ 7.80 Lakh,MUV,"30,000 Kms",1st Owner,2022,18.2,KA53,Petrol,2022,2022,Third Party insurance,5 Speed,Automatic,7 Seats,bangalore,999 cc
₹ 9 Lakh,SUV,"80,000 Kms",2nd Owner,2016,16.0,UP16,Diesel,2016,2016,Third Party insurance,6 Speed,Automatic,7 Seats,bangalore,1997 cc
₹ 13 Lakh,MUV,"20,000 Kms",1st Owner,2022,26.11,KA51,CNG,2022,2022,Third Party insurance,5-Speed,Manual,7 Seats,bangalore,1462 cc
₹ 3 Lakh,Sedan,"50,000 Kms",2nd Owner,2014,22.1,KA03,CNG,2014,2014,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1586 cc
₹ 36.75 Lakh,Sedan,"28,000 Kms",1st Owner,2019,13.5,KA51,Petrol,Sept 2019,2019,Comprehensive,8 Speed,Automatic,5 Seats,bangalore,1999 cc
₹ 6.70 Lakh,Sedan,"40,000 Kms",1st Owner,2020,21.21,KA05,Petrol,2020,2020,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 9 Lakh,Hatchback,"10,000 Kms",1st Owner,2020,21.01,KA53,Petrol,2020,2020,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6 Lakh,Hatchback,"60,000 Kms",1st Owner,2016,21.4,KA05,Petrol,2016,2016,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 1.10 Lakh,Hatchback,"1,10,000 Kms",4th Owner,2008,18.0,KA01,Petrol,2008,2008,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,995 cc
₹ 6.05 Lakh,Hatchback,"57,459 Kms",1st Owner,2016,18.6,KA53,Petrol,Jan 2017,2016,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 5.59 Lakh,Hatchback,"70,381 Kms",1st Owner,2017,18.9,KA50,Petrol,Jan 2018,2017,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 2.68 Lakh,Hatchback,"90,000 Kms",3rd Owner,2012,22.07,KA51,Diesel,2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 7.80 Lakh,Sedan,"80,648 Kms",1st Owner,2020,20.65,KA27,Petrol,Jun 2020,2020,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1462 cc
₹ 8.64 Lakh,SUV,"81,853 Kms",2nd Owner,2016,13.0,KA01,Petrol,Aug 2016,2016,Comprehensive,6 Speed,Manual,5 Seats,bangalore,1591 cc
₹ 2.40 Lakh,Hatchback,"40,000 Kms",1st Owner,2009,17.92,KA53,Petrol,2009,2009,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1086 cc
₹ 3.41 Lakh,Hatchback,"90,802 Kms",1st Owner,2012,19.4,KA25,Petrol,May 2012,2012,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1198 cc
₹ 2.40 Lakh,Hatchback,"40,000 Kms",1st Owner,2009,17.92,KA53,Petrol,2009,2009,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1086 cc
₹ 5.13 Lakh,Hatchback,"16,502 Kms",1st Owner,2021,20.3,KA14,Petrol,Sept 2021,2021,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1086 cc
₹ 6.61 Lakh,Hatchback,"31,530 Kms",1st Owner,2021,20.89,KA63,Petrol,Aug 2021,2021,Third Party,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 8 Lakh,MUV,"1,20,000 Kms",2nd Owner,2017,24.52,KA03,Diesel,2017,2017,Third Party insurance,5 Speed,Manual,7 Seats,bangalore,1248 cc
₹ 5.20 Lakh,Hatchback,"80,000 Kms",2nd Owner,2015,25.2,KA04,Diesel,2015,2015,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 6 Lakh,Sedan,"71,086 Kms",1st Owner,2014,18.0,KA03,Petrol,Oct 2014,2014,Comprehensive,5 Speed CVT,Automatic,5 Seats,bangalore,1497 cc
₹ 3 Lakh,Hatchback,"1,10,000 Kms",2nd Owner,2011,21.1,KA03,Diesel,2011,2011,Third Party insurance,5-Speed,Manual,5 Seats,bangalore,1248 cc
₹ 37.50 Lakh,SUV,"50,000 Kms",1st Owner,2020,10.91,KA51,Diesel,Jul 2020,2020,Comprehensive,6 Speed,Automatic,7 Seats,bangalore,3198 cc
₹ 12.95 Lakh,Hatchback,"18,000 Kms",1st Owner,2021,20.25,KA51,Petrol,Jul 2021,2021,Comprehensive,7 Speed,Automatic,5 Seats,bangalore,998 cc
₹ 6.30 Lakh,Sedan,"60,000 Kms",2nd Owner,2014,17.4,KA03,Petrol,2014,2014,Third Party insurance,5 Speed ,Manual,5 Seats,bangalore,1497 cc
₹ 4.75 Lakh,MUV,"1,20,000 Kms",3rd Owner,2016,13.58,KA32,Diesel,2016,2016,Third Party insurance,5 Speed,Manual,10 Seats,bangalore,2499 cc
₹ 2.75 Lakh,Hatchback,"70,000 Kms",2nd Owner,2011,20.36,KA02,Petrol,2011,2011,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 5.75 Lakh,Hatchback,"25,000 Kms",4th Owner,2016,19.0,KA51,Petrol,Jul 2016,2016,Comprehensive,5 Speed,Automatic,5 Seats,bangalore,1199 cc
₹ 3.38 Lakh,Hatchback,"69,210 Kms",1st Owner,2012,19.4,KA01,Petrol,Jun 2012,2012,Third Party,5 Speed,Manual,5 Seats,bangalore,1198 cc
₹ 6.04 Lakh,Hatchback,"71,165 Kms",2nd Owner,2018,18.7,KA04,Petrol,Aug 2018,2018,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 1.30 Crore,SUV,"10,000 Kms",1st Owner,2022,10.54,KA03,Petrol,2022,2022,Third Party insurance,8-Speed Steptronic,Automatic,7 Seats,bangalore,2998 cc
₹ 3.27 Lakh,Sedan,"86,543 Kms",3rd Owner,2010,19.3,KA51,Diesel,Oct 2010,2010,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 6.21 Lakh,Hatchback,"67,225 Kms",1st Owner,2016,21.4,KA03,Petrol,Feb 2016,2016,Third Party,CVT,Automatic,5 Seats,bangalore,1197 cc
₹ 2.40 Lakh,Hatchback,"1,00,000 Kms",3rd Owner,2017,25.0,KA03,Diesel,2017,2017,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1396 cc
₹ 6.21 Lakh,Hatchback,"16,247 Kms",1st Owner,2018,18.9,KA03,Petrol,Nov 2018,2018,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 1.40 Lakh,Sedan,"80,000 Kms",2nd Owner,2007,15.7,KA01,Petrol,2007,2007,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1390 cc
₹ 7.08 Lakh,Hatchback,"39,481 Kms",2nd Owner,2017,21.4,KA03,Petrol,Sept 2017,2017,Zero Dep,CVT,Automatic,5 Seats,bangalore,1197 cc
₹ 4.43 Lakh,Hatchback,"61,227 Kms",2nd Owner,2018,25.24,KA50,Petrol,Sept 2018,2018,Third Party,5-Speed,Manual,5 Seats,bangalore,998 cc
₹ 1.80 Lakh,Sedan,"80,000 Kms",4th Owner,2006,17.7,KA03,Petrol,2006,2006,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1497 cc
₹ 7 Lakh,SUV,"1,12,521 Kms",1st Owner,2016,19.01,KA05,Diesel,May 2016,2016,Comprehensive,6 Speed,Manual,5 Seats,bangalore,1461 cc
₹ 18 Lakh,SUV,"20,000 Kms",1st Owner,2020,17.41,KA02,Diesel,2020,2020,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1956 cc
₹ 14.50 Lakh,Sedan,"20,000 Kms",1st Owner,2021,18.3,KA03,Petrol,2021,2021,Third Party insurance,CVT,Automatic,5 Seats,bangalore,1498 cc
₹ 5.20 Lakh,Sedan,"60,000 Kms",2nd Owner,2016,17.0,KA03,Petrol,2016,2016,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1198 cc
₹ 4.70 Lakh,Hatchback,"40,000 Kms",2nd Owner,2018,23.84,KA04,Petrol,2018,2018,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 6 Lakh,SUV,"50,000 Kms",1st Owner,2016,19.64,KA01,Diesel,2016,2016,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1461 cc
₹ 18.50 Lakh,SUV,"1,00,000 Kms",2nd Owner,2016,15.17,KA03,Diesel,2016,2016,Third Party insurance,7-Speed S-Tronic,Automatic,5 Seats,bangalore,1968 cc
₹ 4.60 Lakh,Hatchback,"20,000 Kms",2nd Owner,2017,140.0,KA05,Electric,2017,2017,Third Party insurance,Direct Drive,Automatic,4 Seats,bangalore,72 cc
"₹ 75,000 ",Sedan,"1,10,000 Kms",2nd Owner,2003,13.8,KA03,Petrol,2003,2003,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1589 cc
₹ 6.49 Lakh,Hatchback,"63,359 Kms",2nd Owner,2017,21.4,KA01,Petrol,Aug 2017,2017,Third Party,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.57 Lakh,Hatchback,"1,25,227 Kms",2nd Owner,2017,22.54,KA03,Diesel,Sept 2017,2017,Zero Dep,6 Speed,Manual,5 Seats,bangalore,1396 cc
₹ 4.20 Lakh,Hatchback,"1,00,000 Kms",2nd Owner,2012,22.07,KA01,Diesel,2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 6.29 Lakh,Hatchback,"71,884 Kms",2nd Owner,2015,25.2,KA03,Diesel,Aug 2015,2015,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 3.22 Lakh,Hatchback,"79,059 Kms",2nd Owner,2012,19.4,KA51,Petrol,Jun 2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1198 cc
₹ 6.20 Lakh,Hatchback,"80,000 Kms",2nd Owner,2016,21.4,KA04,Petrol,2016,2016,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 4.35 Lakh,Hatchback,"69,124 Kms",1st Owner,2013,22.38,KA25,Petrol,Jan 2014,2013,Third Party,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 9.60 Lakh,MUV,"1,20,000 Kms",4th Owner,2012,12.99,KA03,Diesel,2012,2012,Third Party insurance,5 Speed,Manual,8 Seats,bangalore,2494 cc
₹ 3.17 Lakh,Hatchback,"73,340 Kms",1st Owner,2010,18.5,KA05,Petrol,Dec 2010,2010,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 5.74 Lakh,Hatchback,"44,268 Kms",2nd Owner,2017,18.9,KA04,Petrol,Jan 2018,2017,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 7.80 Lakh,Hatchback,"10,000 Kms",1st Owner,2022,19.3,KA51,Petrol,2022,2022,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1198 cc
₹ 8 Lakh,Hatchback,"60,000 Kms",1st Owner,2018,18.7,KA01,Petrol,2018,2018,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 9.25 Lakh,Sedan,"30,000 Kms",1st Owner,2020,18.6,KL58,Petrol,2020,2020,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1498 cc
₹ 7.75 Lakh,Sedan,"50,000 Kms",1st Owner,2017,20.73,KA02,Petrol,2017,2017,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1373 cc
"₹ 70,000 ",Hatchback,"80,000 Kms",2nd Owner,2011,26.0,KA03,Petrol,2011,2011,Third Party insurance,4 Speed,Manual,4 Seats,bangalore,624 cc
₹ 5 Lakh,SUV,"70,000 Kms",2nd Owner,2014,19.01,MP20,Diesel,2014,2014,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1461 cc
₹ 3.50 Lakh,Sedan,"1,20,000 Kms",2nd Owner,2009,19.3,KA03,Diesel,2009,2009,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 11.25 Lakh,MUV,"1,20,000 Kms",2nd Owner,2012,12.99,KA03,Diesel,2012,2012,Third Party insurance,5 Speed,Manual,7 Seats,bangalore,2494 cc
₹ 8.30 Lakh,Sedan,"20,000 Kms",2nd Owner,2020,18.3,KA03,Petrol,2020,2020,Third Party insurance,CVT,Automatic,5 Seats,bangalore,1199 cc
₹ 14.75 Lakh,SUV,"37,354 Kms",1st Owner,2020,17.8,KA01,Diesel,Jun 2020,2020,Third Party,6-Speed,Automatic,5 Seats,bangalore,1493 cc
₹ 8.34 Lakh,SUV,"80,426 Kms",2nd Owner,2014,15.1,KA51,Diesel,Nov 2014,2014,Comprehensive,6 Speed ,Manual,7 Seats,bangalore,2179 cc
₹ 6.74 Lakh,Sedan,"89,801 Kms",1st Owner,2016,20.73,KA05,Petrol,Sept 2016,2016,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1373 cc
"₹ 65,000 ",Sedan,"1,20,000 Kms",4th Owner,2004,14.2,KA03,Petrol,2004,2004,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1389 cc
₹ 5.47 Lakh,Hatchback,"69,199 Kms",2nd Owner,2019,18.9,KA53,Petrol,Aug 2019,2019,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 4.13 Lakh,Hatchback,"78,249 Kms",3rd Owner,2012,22.38,KA53,Petrol,Nov 2012,2012,Third Party insurance,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 23.25 Lakh,MUV,"26,918 Kms",1st Owner,2018,13.68,KA51,Diesel,Sept 2018,2018,Comprehensive,5 Speed,Manual,8 Seats,bangalore,2393 cc
₹ 7.09 Lakh,Hatchback,"29,905 Kms",1st Owner,2021,22.38,KA59,Petrol,Aug 2021,2021,Zero Dep,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 22.95 Lakh,MUV,"37,678 Kms",2nd Owner,2018,11.36,KA03,Diesel,Aug 2018,2018,Comprehensive,6 Speed,Automatic,7 Seats,bangalore,2755 cc
₹ 5.28 Lakh,Hatchback,"60,442 Kms",2nd Owner,2017,18.7,KA05,Petrol,Mar 2017,2017,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1199 cc
₹ 6.91 Lakh,SUV,"66,463 Kms",1st Owner,2014,20.45,KA53,Diesel,May 2014,2014,Comprehensive,5 speed,Manual,5 Seats,bangalore,1461 cc
₹ 11.45 Lakh,Sedan,"40,844 Kms",1st Owner,2020,16.24,KA04,Petrol,Dec 2020,2020,Comprehensive,6 Speed,Automatic,5 Seats,bangalore,999 cc
₹ 8.55 Lakh,Hatchback,"62,696 Kms",1st Owner,2021,18.9,KA06,Petrol,Feb 2021,2021,Third Party,6 Speed,Manual,5 Seats,bangalore,999 cc
₹ 8 Lakh,Hatchback,"30,000 Kms",1st Owner,2021,21.21,KL60,Petrol,2021,2021,Third Party insurance,5,Automatic,5 Seats,bangalore,1197 cc
₹ 5.50 Lakh,Sedan,"44,000 Kms",1st Owner,2017,18.16,KA04,Petrol,Aug 2017,2017,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1196 cc
₹ 4 Lakh,Hatchback,"70,000 Kms",2nd Owner,2012,18.5,KA05,Petrol,2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 1.30 Lakh,Hatchback,"1,20,000 Kms",1st Owner,2012,25.0,KA03,Diesel,2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1396 cc
₹ 3.75 Lakh,Sedan,"1,20,000 Kms",4th Owner,2012,22.32,KA19,Diesel,2012,2012,Third Party insurance,6 Speed ,Manual,5 Seats,bangalore,1582 cc
₹ 6.50 Lakh,Sedan,"40,000 Kms",1st Owner,2020,21.21,KA51,Petrol,2020,2020,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 25.50 Lakh,SUV,"10,000 Kms",1st Owner,2021,14.1,KA51,Petrol,2021,2021,Third Party insurance,7 Speed DCT,Automatic,5 Seats,bangalore,1368 cc
₹ 13 Lakh,SUV,"80,000 Kms",1st Owner,2021,18.9,AP39,Diesel,2021,2021,Third Party insurance,6-Speed,Manual,5 Seats,bangalore,1493 cc
₹ 6.09 Lakh,Hatchback,"79,415 Kms",1st Owner,2016,21.4,KA53,Petrol,Jan 2016,2016,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.78 Lakh,Sedan,"88,411 Kms",1st Owner,2017,26.59,KA02,Diesel,Apr 2017,2017,Zero Dep,5 Speed,Automatic,5 Seats,bangalore,1248 cc
₹ 3.75 Lakh,Sedan,"1,20,000 Kms",4th Owner,2011,20.54,KA03,Diesel,2011,2011,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1598 cc
₹ 4.49 Lakh,Hatchback,"1,06,516 Kms",1st Owner,2012,22.9,KA01,Diesel,Jun 2012,2012,Third Party,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 5.52 Lakh,Hatchback,"88,509 Kms",2nd Owner,2015,25.2,KA25,Diesel,Dec 2015,2015,Comprehensive,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 9.25 Lakh,SUV,"1,20,000 Kms",1st Owner,2015,15.1,KA03,Diesel,2015,2015,Third Party insurance,6 Speed,Manual,7 Seats,bangalore,1997 cc
"₹ 56,000 ",Sedan,"80,000 Kms",2nd Owner,2004,14.2,KA03,Petrol,2004,2004,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1597 cc
₹ 4.26 Lakh,Hatchback,"44,437 Kms",1st Owner,2013,22.38,KA01,Petrol,Apr 2013,2013,Comprehensive,5-Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.07 Lakh,Hatchback,"83,731 Kms",2nd Owner,2015,22.54,KA51,Diesel,Mar 2015,2015,Third Party insurance,6 Speed,Manual,5 Seats,bangalore,1396 cc
"₹ 56,000 ",Sedan,"80,000 Kms",2nd Owner,2004,14.2,KA03,Petrol,2004,2004,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1597 cc
₹ 8.45 Lakh,SUV,"77,000 Kms",1st Owner,2018,16.5,KA05,Diesel,May 2018,2018,Comprehensive,5 Speed,Manual,7 Seats,bangalore,1493 cc
₹ 16.50 Lakh,SUV,"23,000 Kms",2nd Owner,2020,18.9,KA05,Petrol,Apr 2020,2020,Comprehensive,6-Speed DCT,Automatic,5 Seats,bangalore,1451 cc
₹ 2.40 Lakh,Hatchback,"1,10,000 Kms",3rd Owner,2012,20.0,KA18,Diesel,2012,2012,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1399 cc
₹ 6.80 Lakh,Hatchback,"30,000 Kms",1st Owner,2022,20.52,KA02,Petrol,2022,2022,Third Party insurance,5 Speed,Automatic,5 Seats,bangalore,1197 cc
₹ 5 Lakh,MUV,"1,20,000 Kms",2nd Owner,2006,12.8,KA03,Diesel,2006,2006,Third Party insurance,5 Speed,Manual,7 Seats,bangalore,2494 cc
₹ 2.50 Lakh,Sedan,"60,000 Kms",2nd Owner,2011,13.7,KA03,Petrol,2011,2011,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1368 cc
₹ 7.20 Lakh,Hatchback,"80,000 Kms",1st Owner,2018,21.4,KA04,Petrol,2018,2018,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1197 cc
"₹ 60,000 ",Hatchback,"1,10,000 Kms",4th Owner,2011,26.0,KA03,Petrol,2011,2011,Third Party insurance,4 Speed,Manual,4 Seats,bangalore,624 cc
₹ 3.57 Lakh,Sedan,"70,000 Kms",5th Owner,2010,12.6,KA19,Petrol,2010,2010,Third Party insurance,7 Speed,Automatic,5 Seats,bangalore,1798 cc
₹ 7.98 Lakh,Sedan,"45,621 Kms",1st Owner,2018,21.56,KA03,Petrol,Mar 2019,2018,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1462 cc
₹ 8.58 Lakh,SUV,"38,199 Kms",2nd Owner,2018,20.37,KA53,Diesel,Mar 2019,2018,Zero Dep,6 Speed,Manual,5 Seats,bangalore,1461 cc
"₹ 80,000 ",Sedan,"90,000 Kms",3rd Owner,2004,15.9,KA01,Petrol,2004,2004,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1298 cc
₹ 6.08 Lakh,Hatchback,"91,660 Kms",1st Owner,2016,18.6,KA01,Petrol,Aug 2016,2016,Zero Dep,5 Speed,Manual,5 Seats,bangalore,1197 cc
₹ 6.98 Lakh,Sedan,"51,947 Kms",2nd Owner,2015,17.4,KA05,Petrol,Mar 2015,2015,Comprehensive,5 Speed ,Manual,5 Seats,bangalore,1497 cc
₹ 12.50 Lakh,MUV,"80,000 Kms",2nd Owner,2018,17.6,KA41,Diesel,2018,2018,Third Party insurance,6 Speed,Manual,7 Seats,bangalore,2179 cc
₹ 7.51 Lakh,SUV,"76,836 Kms",2nd Owner,2016,23.65,KA05,Diesel,Mar 2016,2016,Third Party insurance,5 Speed,Manual,5 Seats,bangalore,1248 cc
₹ 5.35 Lakh,Hatchback,"27,000 Kms",2nd Owner,2015,16.5,KA04,Petrol,Aug 2015,2015,Comprehensive,5 Speed,Automatic,5 Seats,bangalore,1198 cc
