,count,mean,std,min,25%,50%,75%,max,median,mode,std_dev,skew,kurtosis
PRICE,8363.0,-2.633842497735634e-17,1.0000597925200092,-0.6574339301570776,-0.394589131089692,-0.2514768685247005,-0.0042185534990467,28.724505441601988,-0.2514768685247005,-0.2167615177044797,1.0000597925200092,10.057297927477016,199.51036193417363
KILOMETERS_DRIVEN,8363.0,-2.5488798365183552e-17,1.0000597925200094,-0.7952908043692049,-0.3916393660001995,-0.0709889993423767,0.2833856153854744,73.45609359759254,-0.0709889993423767,0.8234056004940137,1.0000597925200094,50.39735944166781,3547.7541817271917
NUMBER_OF_OWNERS,8363.0,1.248951119893994e-16,1.0000597925200092,-2.1191556102424234,-0.5611337756527629,-0.5611337756527629,0.9968880589368976,5.670953562705879,-0.5611337756527629,-0.5611337756527629,1.0000597925200092,1.8982783233133742,4.371740053996291
YEAR_OF_MANUFACTURE,8363.0,-1.451969398872681e-14,1.0000597925200094,-3.822486714744798,-0.6695925778247321,0.1186309564052843,0.6441133125586286,1.6950780248653172,0.1186309564052843,0.3813721344819564,1.0000597925200094,-0.6906105359258029,0.3124436479331041
MILEAGE,8363.0,-1.996622538606045e-17,1.0000597925200092,-3.0696709937223714,-0.5636915447294472,-0.0867226465827584,0.5441885943520158,30.47461786429771,-0.0867226465827584,-0.0867226465827584,1.0000597925200092,4.952396319874685,135.7081069633337
MODEL_YEAR,8363.0,2.3182486926440528e-14,1.0000597925200092,-8.036009639201897,-0.6384384522699226,0.1268275325851091,0.637004855821797,1.6573595022951728,0.1268275325851091,0.3819161942034531,1.0000597925200092,-0.9118851705221394,1.7762015105580353
NUMBER_OF_GEARS,8363.0,-1.4868465713023738e-16,1.0000597925200094,-4.017750386721411,-0.228539740517207,-0.228539740517207,0.5293023887236339,3.5606709056869974,-0.228539740517207,-0.228539740517207,1.0000597925200094,-1.1248341834028386,6.87077313559896
SEATS,8363.0,-2.266378987970904e-16,1.0000597925200092,-4.827761362491,-0.3060267590065973,-0.3060267590065973,-0.3060267590065973,7.230197580134073,-0.3060267590065973,-0.3060267590065973,1.0000597925200092,2.5912784614804356,7.677995131180487
