PRICE,BODY_TYPE,KILOMETERS_DRIVEN,NUMBER_OF_OWNERS,YEAR_OF_MANUFACTURE,MILEAGE,FUEL_TYPE,MODEL_YEAR,INSURANCE_VALIDITY,NUMBER_OF_GEARS,TRANSMISSION,SEATS,CITY_NAME,INSURANCE_ENCODED,INSURANCE_MAPPED,CITY_ENCODED,TRANSMISSION_ENCODED,BODY_TYPE_ENCODED,city_ENCODED,FUEL_TYPE_ENCODED
-0.39388065454234067,Hatchback,0.8234056004940137,2.554909893526558,-0.40685139974806,0.9732082381876631,Petrol,-0.38334979065157865,Third Party insurance,-0.228539740517207,Manual,-0.30602675900659737,BANGALORE,4.0,Third Party insurance,0.0,0,2,0,4.0
-0.10269679358089737,SUV,-0.35510701400760686,0.9968880589368976,0.38137213448195645,-0.5662151896931866,Petrol,0.38191619420345313,Comprehensive,-0.228539740517207,Manual,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,0,7,0,4.0
-0.2628124932823236,Hatchback,-0.6353368847800556,-0.5611337756527629,0.38137213448195645,1.159957965504356,Petrol,0.38191619420345313,Comprehensive,-0.228539740517207,Manual,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,0,2,0,4.0
-0.34995510860655116,Sedan,-0.5564264644560702,-0.5611337756527629,-0.6695925778247321,-0.03624974730797582,Petrol,-0.6384384522699226,Comprehensive,-0.228539740517207,Manual,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,0,8,0,4.0
-0.11757480107527768,SUV,0.013375622831204846,-0.5611337756527629,-0.40685139974806,1.1120087111933128,Diesel,-0.38334979065157865,Third Party insurance,-0.228539740517207,Manual,-0.30602675900659737,BANGALORE,4.0,Third Party insurance,0.0,0,7,0,3.0
0.6688341664848245,SUV,-0.5266443622773344,-0.5611337756527629,0.9068544906353008,-0.5409787400557953,Diesel,0.892093517440141,Third Party insurance,0.5293023887236339,Manual,-0.30602675900659737,BANGALORE,4.0,Third Party insurance,0.0,0,7,0,3.0
-0.43284686464667005,Hatchback,-0.28671348289361037,-0.5611337756527629,0.1186309564052843,0.3498679321441055,Petrol,0.12682753258510918,Comprehensive,-0.228539740517207,Manual,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,0,2,0,4.0
0.17290058333881414,SUV,-0.39163936600019955,-0.5611337756527629,1.1695956687119728,-0.2759960188631908,Petrol,1.1471821790584849,Third Party insurance,1.2871445179644747,Automatic,-0.30602675900659737,BANGALORE,4.0,Third Party insurance,0.0,1,7,0,4.0
0.0028662119744677053,Sedan,-0.2971358686062052,-0.5611337756527629,0.38137213448195645,0.2615403584132376,Petrol,0.38191619420345313,Comprehensive,-0.9863818697580479,Automatic,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,1,8,0,4.0
-0.2628124932823236,Hatchback,-0.6353368847800556,-0.5611337756527629,0.1186309564052843,1.159957965504356,Petrol,0.12682753258510918,Comprehensive,-0.228539740517207,Manual,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,0,2,0,4.0
-0.18842245581042202,Hatchback,-0.12162937344592996,-0.5611337756527629,0.38137213448195645,0.5441885943520158,Petrol,0.38191619420345313,Third Party insurance,-0.228539740517207,Manual,-0.30602675900659737,BANGALORE,4.0,Third Party insurance,0.0,0,2,0,4.0
-0.19409026818923358,Hatchback,-0.4606674205966986,-0.5611337756527629,0.6441133125586286,-0.08672264658275848,Petrol,0.637004855821797,Third Party insurance,-0.9863818697580479,Automatic,-0.30602675900659737,BANGALORE,4.0,Third Party insurance,0.0,1,2,0,4.0
-0.09277812191797716,Hatchback,-0.48614286339419394,-0.5611337756527629,0.38137213448195645,-0.26337779404449513,Petrol,0.38191619420345313,Comprehensive,-0.228539740517207,Automatic,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,1,2,0,4.0
-0.25572772780880915,Hatchback,-0.1361019090468388,-0.5611337756527629,0.38137213448195645,1.159957965504356,Petrol,0.38191619420345313,Comprehensive,-0.228539740517207,Automatic,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,1,2,0,4.0
-0.18842245581042202,SUV,0.673037035640541,2.554909893526558,-0.6695925778247321,-1.0457077328036153,Diesel,-0.6384384522699226,Comprehensive,0.5293023887236339,Manual,2.7084629766496704,BANGALORE,5.0,Comprehensive,0.0,0,7,0,3.0
0.27917206544153067,SUV,0.28338561538547447,-0.5611337756527629,0.38137213448195645,-0.5409787400557953,Diesel,0.38191619420345313,Third Party insurance,0.5293023887236339,Manual,-0.30602675900659737,BANGALORE,4.0,Third Party insurance,0.0,0,7,0,3.0
3.286655008948408,SUV,-0.5806463607881883,-0.5611337756527629,1.432336846788645,-0.08672264658275848,Diesel,1.4022708406768287,Comprehensive,2.0449866472053153,Automatic,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,1,7,0,3.0
-0.30815499231281596,Hatchback,0.08595430882979252,0.9968880589368976,-0.6695925778247321,0.5113812098234078,Diesel,-0.6384384522699226,Comprehensive,0.5293023887236339,Manual,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,0,2,0,3.0
0.03474765660528266,SUV,-0.6616493585544692,-0.5611337756527629,1.432336846788645,-0.4829349058897969,Petrol,1.4022708406768287,Third Party insurance,0.5293023887236339,Manual,-0.30602675900659737,BANGALORE,4.0,Third Party insurance,0.0,0,7,0,4.0
-0.12820194928554934,Sedan,0.1078791202251992,0.9968880589368976,-0.14411022167138784,-0.36432359259405867,Petrol,-0.12826112903323472,Comprehensive,-0.228539740517207,Manual,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,0,8,0,4.0
0.8813771306902576,Sedan,0.5533956079397441,2.554909893526558,-1.4578161120547486,-0.1927157350598001,Diesel,-1.4037044371249543,Third Party insurance,0.5293023887236339,Automatic,-0.30602675900659737,BANGALORE,4.0,Third Party insurance,0.0,1,8,0,3.0
-0.26493792292437796,Hatchback,-0.5525248200636611,-0.5611337756527629,-0.14411022167138784,0.7915058007984476,Petrol,-0.12826112903323472,Comprehensive,-0.228539740517207,Manual,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,0,2,0,4.0
0.09496816313015535,SUV,-0.39163936600019955,-0.5611337756527629,0.9068544906353008,-0.7125865975900538,Petrol,0.892093517440141,Third Party insurance,-0.228539740517207,Manual,-0.30602675900659737,BANGALORE,4.0,Third Party insurance,0.0,0,7,0,4.0
-0.3534974913433084,Hatchback,-0.018566559287965245,0.9968880589368976,-0.14411022167138784,1.159957965504356,Petrol,-0.12826112903323472,Comprehensive,-0.228539740517207,Manual,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,0,2,0,4.0
2.7942638085391547,Sedan,-0.12162937344592996,0.9968880589368976,-0.14411022167138784,-2.8854449113694174,Petrol,-0.12826112903323472,Third Party insurance,1.2871445179644747,Automatic,-0.30602675900659737,BANGALORE,4.0,Third Party insurance,0.0,1,8,0,4.0
-0.28760917243962414,Sedan,0.6884006042168789,-0.5611337756527629,-0.40685139974806,-0.4652693911436231,Petrol,-0.38334979065157865,Third Party insurance,-0.228539740517207,Manual,-0.30602675900659737,BANGALORE,4.0,Third Party insurance,0.0,0,8,0,4.0
-0.27343964149259525,Hatchback,-0.480108140060606,-0.5611337756527629,0.38137213448195645,0.2665876483407157,Petrol,0.38191619420345313,Comprehensive,-0.228539740517207,Automatic,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,1,2,0,4.0
-0.5214064330656004,Hatchback,-0.39163936600019955,0.9968880589368976,-1.983298468208093,-1.4621091518205664,LPG,-1.9138817603616423,Third Party insurance,-0.228539740517207,Manual,-0.30602675900659737,BANGALORE,4.0,Third Party insurance,0.0,0,2,0,2.0
2.259364015288815,Sedan,-0.35113786711705913,-0.5611337756527629,0.1186309564052843,-1.0709441824410062,Petrol,0.12682753258510918,Comprehensive,2.8028287764461566,Automatic,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,1,8,0,4.0
-0.0672729662133252,SUV,0.3868939460311537,0.9968880589368976,-0.6695925778247321,-1.0457077328036153,Diesel,-0.6384384522699226,Third Party,0.5293023887236339,Manual,2.7084629766496704,BANGALORE,3.0,Third Party,0.0,0,7,0,3.0
0.5873593635394085,Sedan,-0.25663436972306475,0.9968880589368976,-0.14411022167138784,-0.5384550950920567,Diesel,-0.12826112903323472,Third Party insurance,2.0449866472053153,Automatic,-0.30602675900659737,BANGALORE,4.0,Third Party insurance,0.0,1,8,0,3.0
-0.10836460595970893,SUV,0.27004712175329354,0.9968880589368976,-0.6695925778247321,-1.0457077328036153,Diesel,-0.6384384522699226,Comprehensive,0.5293023887236339,Manual,2.7084629766496704,BANGALORE,5.0,Comprehensive,0.0,0,7,0,3.0
1.1399710704735344,SUV,-0.3734946945005526,-0.5611337756527629,1.1695956687119728,-0.5409787400557953,Diesel,1.1471821790584849,Comprehensive,0.5293023887236339,Manual,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,0,7,0,3.0
-0.19975808056804512,Sedan,-0.12162937344592996,-0.5611337756527629,0.38137213448195645,0.2262093289208901,Petrol,0.38191619420345313,Third Party insurance,-0.228539740517207,Manual,-0.30602675900659737,BANGALORE,4.0,Third Party insurance,0.0,0,8,0,4.0
-0.4300129584572643,Hatchback,-0.6287891424606146,-0.5611337756527629,-0.40685139974806,0.319584192579237,Petrol,-0.38334979065157865,Comprehensive,-0.228539740517207,Manual,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,0,2,0,4.0
0.06662910123609762,MUV,0.013375622831204846,0.9968880589368976,0.6441133125586286,0.024317731821762126,Petrol,0.637004855821797,Third Party insurance,-0.228539740517207,Manual,2.7084629766496704,BANGALORE,4.0,Third Party insurance,0.0,0,4,0,4.0
2.457737448547219,Sedan,-0.6346483592990422,-0.5611337756527629,0.6441133125586286,-1.6766189737383896,Diesel,0.637004855821797,Comprehensive,2.8028287764461566,Automatic,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,1,8,0,3.0
-0.389629795258232,Hatchback,-0.24330937659051155,0.9968880589368976,-0.40685139974806,0.319584192579237,Petrol,-0.38334979065157865,Comprehensive,-0.228539740517207,Manual,-0.30602675900659737,BANGALORE,5.0,Comprehensive,0.0,0,2,0,4.0
2.8403147841169987,Sedan,-0.5515257830912103,-0.5611337756527629,0.9068544906353008,-0.9296200644716165,Petrol,0.892093517440141,Zero Dep,2.0449866472053153,Automatic,-0.30602675900659737,BANGALORE,6.0,Zero Dep,0.0,1,8,0,4.0
0.1020529286036698,SUV,0.8234056004940137,2.554909893526558,-1.4578161120547486,-1.9542199197496901,Diesel,-1.4037044371249543,Third Party insurance,-0.228539740517207,Manual,2.7084629766496704,BANGALORE,4.0,Third Party insurance,0.0,0,7,0,3.0
